"b1_1"     "a1"     "c1"     "b2_1"     "a2"     "c2"     "Y1_gamma1"     "Y1_gamma2"     "LogPost"     "k1_1"     "k2_1"     "ktype1_1"     "ktype2_1"
-1.89084     114.86     1.67288     1.10882     169.58     1.65452     1.24818     0.00227433     -1364.82     -2.63458     0.440171     0     0
-2.35559     114.86     1.68089     0.465387     187.781     1.65433     3.28094     0.00135175     -1361.75     -2.73097     0.350905     0     0
-3.35743     114.536     1.69948     0.287737     153.036     1.65119     6.15653     0.000436665     -1369.43     -2.67363     0.732542     0     0
-2.73138     114.771     1.70434     0.77568     159.113     1.65119     4.16271     0.00037055     -1369.08     -2.81912     0.190461     0     0
-1.90347     114.482     1.70434     1.1882     162.29     1.70022     1.63896     0.00194133     -1370.38     -2.77947     0.511853     0     0
-2.6382     115.144     1.7151     1.34928     146.774     1.70022     2.37007     0.00225335     -1372.23     -2.79225     1.3495     0     0
-2.6382     115.348     1.70494     1.23366     149.288     1.68473     1.16721     0.00225335     -1367.07     -2.72469     1.16069     0     0
-2.75833     116.29     1.68756     0.456033     153.417     1.68473     2.9901     0.00547038     -1368.02     -2.73074     0.713452     0     0
-2.82507     118.308     1.68843     0.611554     155.581     1.67963     7.69583     0.00127736     -1364.42     -2.84401     0.505735     0     0
-2.58512     118.308     1.69247     0.492438     169.1     1.67499     14.3252     0.00141794     -1369.32     -2.81638     0.537223     0     0
-2.1491     118.554     1.68937     1.337     156.344     1.63953     2.59268     0.000571159     -1370.98     -2.69455     0.774252     0     0
-3.00339     118.053     1.68884     0.675099     157.196     1.7103     2.59268     0.0039139     -1369.57     -2.82051     0.709501     0     0
-3.1399     118.38     1.6873     0.304494     161.361     1.7016     1.00456     0.0100854     -1370.2     -2.69845     0.709501     0     0
-2.49993     118.053     1.69476     0.310301     173.282     1.62627     1.00456     0.00544629     -1366.1     -2.6372     0.5284     0     0
-2.95623     116.736     1.70339     0.31818     173.899     1.61834     7.06446     0.00429676     -1369     -2.6866     0.5284     0     0
-2.27529     117.852     1.70035     0.764575     185.642     1.62995     4.19917     0.00134241     -1366.87     -2.37218     0.596958     0     0
-2.24138     117.852     1.69655     0.225238     183.274     1.62241     1.50188     0.00338196     -1367.07     -2.74969     0.342088     0     0
-3.30787     118.353     1.69655     -0.349726     172.163     1.60385     1.8468     0.00770228     -1369.36     -2.7938     0.189772     0     0
-3.90394     117.04     1.69322     0.114343     175.731     1.65658     5.92672     0.00127919     -1370.43     -2.92526     0.766651     0     0
-3.57374     117.021     1.69326     -0.171301     192.965     1.65658     6.26134     0.0046982     -1373.92     -2.72871     0.600036     0     0
-3.27242     117.254     1.69276     0.364386     183.393     1.62495     2.53645     0.00771019     -1366.08     -2.75883     0.899275     0     0
-2.62324     117.433     1.68445     0.778978     184.639     1.62495     0.85743     0.00593011     -1367.88     -2.7846     0.728645     0     0
-2.82843     118.561     1.67329     0.830203     186.615     1.68562     0.85743     0.00489454     -1369.16     -2.80865     0.86658     0     0
-2.45733     118.752     1.66788     0.759782     174.953     1.64772     2.11996     0.00016869     -1377.15     -2.68912     0.739169     0     0
-2.9151     120.049     1.66637     0.565298     179.172     1.66466     3.20929     0.00547814     -1372.18     -2.94992     0.620141     0     0
-3.44045     120.102     1.65586     0.450656     182.901     1.64118     3.17074     0.00236629     -1365.98     -3.03922     0.813993     0     0
-2.72856     121.362     1.65784     1.09626     182.12     1.67857     1.82065     0.00606029     -1372.96     -2.77957     0.74533     0     0
-2.75134     121.597     1.64902     0.536427     183.452     1.64287     0.739352     0.00705901     -1365.16     -2.75377     0.572983     0     0
-3.42573     120.453     1.65755     0.309109     176.752     1.65358     1.3408     0.00214333     -1365.84     -2.92794     0.68884     0     0
-3.31968     118.691     1.65988     0.211937     176.752     1.64358     8.6573     0.00170534     -1363.17     -2.92285     0.516709     0     0
-3.51378     121.911     1.64659     0.293519     167.37     1.70628     4.25843     0.00467066     -1370.93     -3.00368     0.689855     0     0
-3.51855     122.234     1.64381     0.162867     168.738     1.69297     0.616379     0.00183009     -1370.65     -2.95772     0.659525     0     0
-3.41279     123.296     1.64083     0.57077     171.627     1.69297     0.914908     0.0100434     -1372.34     -3.18569     0.702943     0     0
-2.80946     122.607     1.63972     0.450017     188.71     1.63667     0.253554     0.000152264     -1370.22     -2.86763     0.42744     0     0
-3.10734     122.607     1.64473     0.731672     177.945     1.6426     1.69638     0.00128466     -1362.26     -2.92813     0.73841     0     0
-3.31981     122.279     1.64447     0.736939     181.088     1.6581     1.50598     0.00225755     -1370.6     -2.91593     0.707266     0     0
-2.83801     122.279     1.65415     1.08093     189.74     1.62656     2.6143     0.00383162     -1363.87     -2.90812     0.887226     0     0
-3.28086     120.32     1.6597     0.46895     188.844     1.63633     2.63628     0.00256804     -1364.13     -2.77702     0.845864     0     0
-2.99256     122.249     1.64978     0.664979     179.5     1.69588     0.301147     0.00342349     -1366.97     -2.76003     0.81106     0     0
-2.25537     121.392     1.6608     0.987167     188.71     1.65076     1.56853     0.00245542     -1366.52     -2.86141     0.772023     0     0
