X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.594000E+01   0.594000E+01   0.441100E+04   0.441100E+04   0.436760E+04   0.434033E+02   0.125990E+00
   0.333000E+01   0.333000E+01   0.215600E+04   0.215600E+04   0.211312E+04   0.428796E+02   0.233797E+00
   0.320000E+01   0.320000E+01   0.208200E+04   0.208200E+04   0.201767E+04   0.643289E+02   0.360717E+00
   0.530000E+00   0.530000E+00   0.413000E+03   0.413000E+03   0.469819E+03  -0.568186E+02  -0.690997E+00
   0.380000E+00   0.380000E+00   0.395000E+03   0.395000E+03   0.409215E+03  -0.142151E+02  -0.173871E+00
   0.811000E+01   0.811000E+01   0.683800E+04   0.683800E+04   0.668775E+04   0.150248E+03   0.286912E+00
   0.309000E+01   0.309000E+01   0.196400E+04   0.196400E+04   0.193824E+04   0.257580E+02   0.151099E+00
   0.555000E+01   0.555000E+01   0.390000E+04   0.390000E+04   0.399181E+04  -0.918093E+02  -0.298676E+00
   0.650000E+00   0.650000E+00   0.560000E+03   0.560000E+03   0.520595E+03   0.394054E+02   0.436946E+00
   0.800000E+00   0.800000E+00   0.650000E+03   0.650000E+03   0.586853E+03   0.631465E+02   0.673506E+00
   0.500000E+00   0.500000E+00   0.470000E+03   0.470000E+03   0.457441E+03   0.125595E+02   0.144361E+00
   0.490000E+01   0.490000E+01   0.331000E+04   0.331000E+04   0.339492E+04  -0.849247E+02  -0.320785E+00
   0.492000E+01   0.492000E+01   0.332000E+04   0.332000E+04   0.341273E+04  -0.927314E+02  -0.349310E+00
   0.495000E+01   0.495000E+01   0.342000E+04   0.342000E+04   0.343951E+04  -0.195087E+02  -0.715768E-01
   0.500000E+01   0.500000E+01   0.348000E+04   0.348000E+04   0.348432E+04  -0.431666E+01  -0.155916E-01
   0.218000E+01   0.218000E+01   0.136000E+04   0.136000E+04   0.132972E+04   0.302803E+02   0.230007E+00
   0.139000E+01   0.139000E+01   0.928000E+03   0.928000E+03   0.876090E+03   0.519102E+02   0.592860E+00
   0.373000E+01   0.373000E+01   0.243700E+04   0.243700E+04   0.241736E+04   0.196443E+02   0.160446E+00
   0.640000E+01   0.640000E+01   0.465700E+04   0.465700E+04   0.482741E+04  -0.170408E+03  -0.895901E+00
   0.640000E+01   0.640000E+01   0.474800E+04   0.474800E+04   0.482741E+04  -0.794078E+02  -0.214994E+00
   0.720000E+01   0.720000E+01   0.540700E+04   0.540700E+04   0.566867E+04  -0.261672E+03  -0.121825E+01
   0.720000E+01   0.720000E+01   0.543500E+04   0.543500E+04   0.566867E+04  -0.233672E+03  -0.556234E+00
   0.685000E+01   0.685000E+01   0.550200E+04   0.550200E+04   0.529421E+04   0.207788E+03   0.957573E+00
