b1_1           b1_2           b1_3           b1_4           b1_5           b1_6           b1_7           b1_8           b1_9           b1_10          a1             c1             b2_1           b2_2           b2_3           b2_4           b2_5           b2_6           b2_7           b2_8           b2_9           b2_10          a2             c2             Y1_gamma1      Y1_gamma2      LogPost        k1_1           k2_1           ktype1_1       ktype2_1       k1_2           k2_2           ktype1_2       ktype2_2       k1_3           k2_3           ktype1_3       ktype2_3       k1_4           k2_4           ktype1_4       ktype2_4       k1_5           k2_5           ktype1_5       ktype2_5       k1_6           k2_6           ktype1_6       ktype2_6       k1_7           k2_7           ktype1_7       ktype2_7       k1_8           k2_8           ktype1_8       ktype2_8       k1_9           k2_9           ktype1_9       ktype2_9       
  -0.198840E+01  -0.261039E+01  -0.192076E+01  -0.261408E+01  -0.235867E+01  -0.222102E+01  -0.245009E+01  -0.213147E+01  -0.229797E+01  -0.198584E+01   0.139106E+03   0.164311E+01   0.155213E+01   0.106220E+01   0.131298E+01   0.846527E+00   0.819763E+00   0.773388E+00   0.113479E+01   0.115488E+01   0.132896E+01   0.165630E+01   0.175809E+03   0.160915E+01   0.469168E+01   0.391833E-02  -0.137534E+04  -0.261039E+01   0.106220E+01   0.000000E+00   0.000000E+00  -0.192076E+01   0.131298E+01   0.000000E+00   0.000000E+00  -0.261408E+01   0.846527E+00   0.000000E+00   0.000000E+00  -0.235867E+01   0.819763E+00   0.000000E+00   0.000000E+00  -0.222102E+01   0.773388E+00   0.000000E+00   0.000000E+00  -0.245009E+01   0.113479E+01   0.000000E+00   0.000000E+00  -0.213147E+01   0.115488E+01   0.000000E+00   0.000000E+00  -0.229797E+01   0.132896E+01   0.000000E+00   0.000000E+00  -0.198584E+01   0.165630E+01   0.000000E+00   0.000000E+00
  -0.247385E+01  -0.258091E+01  -0.194662E+01  -0.268692E+01  -0.235917E+01  -0.223723E+01  -0.239999E+01  -0.219779E+01  -0.233674E+01  -0.212193E+01   0.137527E+03   0.163659E+01   0.127708E+01   0.130644E+01   0.140898E+01   0.958920E+00   0.909501E+00   0.102865E+01   0.896551E+00   0.119243E+01   0.131038E+01   0.159946E+01   0.174901E+03   0.165207E+01   0.941584E+01   0.341937E-03  -0.136961E+04  -0.258091E+01   0.130644E+01   0.000000E+00   0.000000E+00  -0.194662E+01   0.140898E+01   0.000000E+00   0.000000E+00  -0.268692E+01   0.958920E+00   0.000000E+00   0.000000E+00  -0.235917E+01   0.909501E+00   0.000000E+00   0.000000E+00  -0.223723E+01   0.102865E+01   0.000000E+00   0.000000E+00  -0.239999E+01   0.896551E+00   0.000000E+00   0.000000E+00  -0.219779E+01   0.119243E+01   0.000000E+00   0.000000E+00  -0.233674E+01   0.131038E+01   0.000000E+00   0.000000E+00  -0.212193E+01   0.159946E+01   0.000000E+00   0.000000E+00
  -0.217957E+01  -0.259248E+01  -0.179785E+01  -0.269516E+01  -0.249016E+01  -0.243347E+01  -0.231713E+01  -0.220050E+01  -0.233144E+01  -0.213593E+01   0.137632E+03   0.163659E+01   0.146915E+01   0.123666E+01   0.148486E+01   0.110491E+01   0.919802E+00   0.101092E+01   0.125481E+01   0.121032E+01   0.124090E+01   0.160734E+01   0.180779E+03   0.164714E+01   0.518341E+01   0.199101E-02  -0.136708E+04  -0.259248E+01   0.123666E+01   0.000000E+00   0.000000E+00  -0.179785E+01   0.148486E+01   0.000000E+00   0.000000E+00  -0.269516E+01   0.110491E+01   0.000000E+00   0.000000E+00  -0.249016E+01   0.919802E+00   0.000000E+00   0.000000E+00  -0.243347E+01   0.101092E+01   0.000000E+00   0.000000E+00  -0.231713E+01   0.125481E+01   0.000000E+00   0.000000E+00  -0.220050E+01   0.121032E+01   0.000000E+00   0.000000E+00  -0.233144E+01   0.124090E+01   0.000000E+00   0.000000E+00  -0.213593E+01   0.160734E+01   0.000000E+00   0.000000E+00
  -0.303240E+01  -0.267965E+01  -0.182015E+01  -0.273393E+01  -0.243930E+01  -0.248008E+01  -0.239273E+01  -0.218700E+01  -0.229707E+01  -0.201608E+01   0.137087E+03   0.164404E+01   0.100160E+01   0.115676E+01   0.131244E+01   0.105990E+01   0.117534E+01   0.744723E+00   0.922488E+00   0.121523E+01   0.124411E+01   0.160734E+01   0.187587E+03   0.162203E+01   0.393012E+01   0.387956E-02  -0.137072E+04  -0.267965E+01   0.115676E+01   0.000000E+00   0.000000E+00  -0.182015E+01   0.131244E+01   0.000000E+00   0.000000E+00  -0.273393E+01   0.105990E+01   0.000000E+00   0.000000E+00  -0.243930E+01   0.117534E+01   0.000000E+00   0.000000E+00  -0.248008E+01   0.744723E+00   0.000000E+00   0.000000E+00  -0.239273E+01   0.922488E+00   0.000000E+00   0.000000E+00  -0.218700E+01   0.121523E+01   0.000000E+00   0.000000E+00  -0.229707E+01   0.124411E+01   0.000000E+00   0.000000E+00  -0.201608E+01   0.160734E+01   0.000000E+00   0.000000E+00
  -0.282681E+01  -0.272922E+01  -0.194018E+01  -0.270934E+01  -0.251331E+01  -0.254180E+01  -0.239273E+01  -0.218105E+01  -0.229957E+01  -0.201608E+01   0.137222E+03   0.164404E+01   0.126021E+01   0.131886E+01   0.130770E+01   0.102138E+01   0.986163E+00   0.991029E+00   0.108920E+01   0.120644E+01   0.120127E+01   0.158104E+01   0.182932E+03   0.163825E+01   0.578936E+01   0.148380E-02  -0.136592E+04  -0.272922E+01   0.131886E+01   0.000000E+00   0.000000E+00  -0.194018E+01   0.130770E+01   0.000000E+00   0.000000E+00  -0.270934E+01   0.102138E+01   0.000000E+00   0.000000E+00  -0.251331E+01   0.986163E+00   0.000000E+00   0.000000E+00  -0.254180E+01   0.991029E+00   0.000000E+00   0.000000E+00  -0.239273E+01   0.108920E+01   0.000000E+00   0.000000E+00  -0.218105E+01   0.120644E+01   0.000000E+00   0.000000E+00  -0.229957E+01   0.120127E+01   0.000000E+00   0.000000E+00  -0.201608E+01   0.158104E+01   0.000000E+00   0.000000E+00
  -0.275026E+01  -0.252984E+01  -0.194018E+01  -0.265867E+01  -0.250103E+01  -0.233190E+01  -0.253136E+01  -0.218201E+01  -0.229369E+01  -0.201608E+01   0.136961E+03   0.164984E+01   0.130609E+01   0.118920E+01   0.132839E+01   0.816288E+00   0.952149E+00   0.116119E+01   0.122120E+01   0.119180E+01   0.117271E+01   0.156200E+01   0.169538E+03   0.161572E+01   0.826587E+00   0.757472E-02  -0.136601E+04  -0.252984E+01   0.118920E+01   0.000000E+00   0.000000E+00  -0.194018E+01   0.132839E+01   0.000000E+00   0.000000E+00  -0.265867E+01   0.816288E+00   0.000000E+00   0.000000E+00  -0.250103E+01   0.952149E+00   0.000000E+00   0.000000E+00  -0.233190E+01   0.116119E+01   0.000000E+00   0.000000E+00  -0.253136E+01   0.122120E+01   0.000000E+00   0.000000E+00  -0.218201E+01   0.119180E+01   0.000000E+00   0.000000E+00  -0.229369E+01   0.117271E+01   0.000000E+00   0.000000E+00  -0.201608E+01   0.156200E+01   0.000000E+00   0.000000E+00
  -0.237455E+01  -0.260300E+01  -0.190257E+01  -0.265867E+01  -0.237781E+01  -0.213067E+01  -0.234857E+01  -0.217251E+01  -0.228818E+01  -0.200949E+01   0.137276E+03   0.165476E+01   0.139081E+01   0.991475E+00   0.159296E+01   0.981140E+00   0.875598E+00   0.147318E+01   0.112434E+01   0.114656E+01   0.137866E+01   0.157255E+01   0.160911E+03   0.168672E+01   0.521749E+01   0.270045E-02  -0.137201E+04  -0.260300E+01   0.991475E+00   0.000000E+00   0.000000E+00  -0.190257E+01   0.159296E+01   0.000000E+00   0.000000E+00  -0.265867E+01   0.981140E+00   0.000000E+00   0.000000E+00  -0.237781E+01   0.875598E+00   0.000000E+00   0.000000E+00  -0.213067E+01   0.147318E+01   0.000000E+00   0.000000E+00  -0.234857E+01   0.112434E+01   0.000000E+00   0.000000E+00  -0.217251E+01   0.114656E+01   0.000000E+00   0.000000E+00  -0.228818E+01   0.137866E+01   0.000000E+00   0.000000E+00  -0.200949E+01   0.157255E+01   0.000000E+00   0.000000E+00
  -0.212681E+01  -0.269441E+01  -0.197024E+01  -0.265867E+01  -0.245512E+01  -0.230296E+01  -0.243070E+01  -0.216950E+01  -0.228289E+01  -0.200949E+01   0.137421E+03   0.165011E+01   0.165752E+01   0.122072E+01   0.139212E+01   0.960629E+00   0.854909E+00   0.819910E+00   0.999399E+00   0.121938E+01   0.122541E+01   0.180306E+01   0.174697E+03   0.168672E+01   0.299663E+01   0.208036E-02  -0.136998E+04  -0.269441E+01   0.122072E+01   0.000000E+00   0.000000E+00  -0.197024E+01   0.139212E+01   0.000000E+00   0.000000E+00  -0.265867E+01   0.960629E+00   0.000000E+00   0.000000E+00  -0.245512E+01   0.854909E+00   0.000000E+00   0.000000E+00  -0.230296E+01   0.819910E+00   0.000000E+00   0.000000E+00  -0.243070E+01   0.999399E+00   0.000000E+00   0.000000E+00  -0.216950E+01   0.121938E+01   0.000000E+00   0.000000E+00  -0.228289E+01   0.122541E+01   0.000000E+00   0.000000E+00  -0.200949E+01   0.180306E+01   0.000000E+00   0.000000E+00
  -0.251540E+01  -0.262850E+01  -0.197024E+01  -0.267883E+01  -0.247028E+01  -0.234368E+01  -0.229876E+01  -0.216082E+01  -0.228465E+01  -0.199449E+01   0.136658E+03   0.165436E+01   0.107147E+01   0.945075E+00   0.108595E+01   0.698871E+00   0.899441E+00   0.894956E+00   0.113192E+01   0.115683E+01   0.117280E+01   0.138348E+01   0.173460E+03   0.163891E+01   0.680691E-01   0.113151E-02  -0.136422E+04  -0.262850E+01   0.945075E+00   0.000000E+00   0.000000E+00  -0.197024E+01   0.108595E+01   0.000000E+00   0.000000E+00  -0.267883E+01   0.698871E+00   0.000000E+00   0.000000E+00  -0.247028E+01   0.899441E+00   0.000000E+00   0.000000E+00  -0.234368E+01   0.894956E+00   0.000000E+00   0.000000E+00  -0.229876E+01   0.113192E+01   0.000000E+00   0.000000E+00  -0.216082E+01   0.115683E+01   0.000000E+00   0.000000E+00  -0.228465E+01   0.117280E+01   0.000000E+00   0.000000E+00  -0.199449E+01   0.138348E+01   0.000000E+00   0.000000E+00
  -0.262077E+01  -0.243362E+01  -0.189601E+01  -0.266326E+01  -0.241911E+01  -0.249075E+01  -0.240155E+01  -0.216082E+01  -0.228465E+01  -0.184033E+01   0.139366E+03   0.164410E+01   0.112411E+01   0.124141E+01   0.124375E+01   0.722768E+00   0.992542E+00   0.117244E+01   0.121533E+01   0.124706E+01   0.132174E+01   0.141759E+01   0.165865E+03   0.167899E+01   0.314176E+01   0.342093E-02  -0.136699E+04  -0.243362E+01   0.124141E+01   0.000000E+00   0.000000E+00  -0.189601E+01   0.124375E+01   0.000000E+00   0.000000E+00  -0.266326E+01   0.722768E+00   0.000000E+00   0.000000E+00  -0.241911E+01   0.992542E+00   0.000000E+00   0.000000E+00  -0.249075E+01   0.117244E+01   0.000000E+00   0.000000E+00  -0.240155E+01   0.121533E+01   0.000000E+00   0.000000E+00  -0.216082E+01   0.124706E+01   0.000000E+00   0.000000E+00  -0.228465E+01   0.132174E+01   0.000000E+00   0.000000E+00  -0.184033E+01   0.141759E+01   0.000000E+00   0.000000E+00
  -0.262077E+01  -0.261097E+01  -0.191057E+01  -0.268554E+01  -0.249342E+01  -0.210672E+01  -0.232539E+01  -0.218049E+01  -0.226357E+01  -0.202575E+01   0.139366E+03   0.164469E+01   0.139674E+01   0.126796E+01   0.154131E+01   0.873985E+00   0.946450E+00   0.102303E+01   0.107329E+01   0.116894E+01   0.115732E+01   0.143712E+01   0.166510E+03   0.168934E+01   0.102425E+01   0.313642E-02  -0.136919E+04  -0.261097E+01   0.126796E+01   0.000000E+00   0.000000E+00  -0.191057E+01   0.154131E+01   0.000000E+00   0.000000E+00  -0.268554E+01   0.873985E+00   0.000000E+00   0.000000E+00  -0.249342E+01   0.946450E+00   0.000000E+00   0.000000E+00  -0.210672E+01   0.102303E+01   0.000000E+00   0.000000E+00  -0.232539E+01   0.107329E+01   0.000000E+00   0.000000E+00  -0.218049E+01   0.116894E+01   0.000000E+00   0.000000E+00  -0.226357E+01   0.115732E+01   0.000000E+00   0.000000E+00  -0.202575E+01   0.143712E+01   0.000000E+00   0.000000E+00
  -0.282382E+01  -0.254846E+01  -0.187997E+01  -0.268597E+01  -0.244363E+01  -0.260520E+01  -0.222596E+01  -0.212415E+01  -0.227686E+01  -0.199546E+01   0.140326E+03   0.164469E+01   0.157832E+01   0.145596E+01   0.145021E+01   0.929953E+00   0.109717E+01   0.102303E+01   0.114914E+01   0.115371E+01   0.126132E+01   0.160162E+01   0.168948E+03   0.165060E+01   0.515585E+01   0.203756E-02  -0.137068E+04  -0.254846E+01   0.145596E+01   0.000000E+00   0.000000E+00  -0.187997E+01   0.145021E+01   0.000000E+00   0.000000E+00  -0.268597E+01   0.929953E+00   0.000000E+00   0.000000E+00  -0.244363E+01   0.109717E+01   0.000000E+00   0.000000E+00  -0.260520E+01   0.102303E+01   0.000000E+00   0.000000E+00  -0.222596E+01   0.114914E+01   0.000000E+00   0.000000E+00  -0.212415E+01   0.115371E+01   0.000000E+00   0.000000E+00  -0.227686E+01   0.126132E+01   0.000000E+00   0.000000E+00  -0.199546E+01   0.160162E+01   0.000000E+00   0.000000E+00
  -0.241485E+01  -0.262499E+01  -0.188734E+01  -0.265592E+01  -0.242335E+01  -0.242556E+01  -0.229519E+01  -0.217837E+01  -0.227686E+01  -0.199546E+01   0.140280E+03   0.164204E+01   0.815661E+00   0.725303E+00   0.809326E+00   0.714451E+00   0.863490E+00   0.945687E+00   0.110939E+01   0.124474E+01   0.123175E+01   0.148969E+01   0.168948E+03   0.164644E+01   0.605479E+01   0.399030E-03  -0.136312E+04  -0.262499E+01   0.725303E+00   0.000000E+00   0.000000E+00  -0.188734E+01   0.809326E+00   0.000000E+00   0.000000E+00  -0.265592E+01   0.714451E+00   0.000000E+00   0.000000E+00  -0.242335E+01   0.863490E+00   0.000000E+00   0.000000E+00  -0.242556E+01   0.945687E+00   0.000000E+00   0.000000E+00  -0.229519E+01   0.110939E+01   0.000000E+00   0.000000E+00  -0.217837E+01   0.124474E+01   0.000000E+00   0.000000E+00  -0.227686E+01   0.123175E+01   0.000000E+00   0.000000E+00  -0.199546E+01   0.148969E+01   0.000000E+00   0.000000E+00
  -0.213759E+01  -0.277139E+01  -0.186833E+01  -0.265592E+01  -0.243714E+01  -0.252303E+01  -0.226562E+01  -0.217915E+01  -0.230124E+01  -0.194415E+01   0.137662E+03   0.165195E+01   0.574839E+00   0.295825E+00   0.838814E+00   0.447779E+00   0.691423E+00   0.103346E+01   0.132127E+01   0.127334E+01   0.134908E+01   0.155340E+01   0.173457E+03   0.166255E+01   0.428065E+00   0.399030E-03  -0.137112E+04  -0.277139E+01   0.295825E+00   0.000000E+00   0.000000E+00  -0.186833E+01   0.838814E+00   0.000000E+00   0.000000E+00  -0.265592E+01   0.447779E+00   0.000000E+00   0.000000E+00  -0.243714E+01   0.691423E+00   0.000000E+00   0.000000E+00  -0.252303E+01   0.103346E+01   0.000000E+00   0.000000E+00  -0.226562E+01   0.132127E+01   0.000000E+00   0.000000E+00  -0.217915E+01   0.127334E+01   0.000000E+00   0.000000E+00  -0.230124E+01   0.134908E+01   0.000000E+00   0.000000E+00  -0.194415E+01   0.155340E+01   0.000000E+00   0.000000E+00
  -0.315038E+01  -0.264017E+01  -0.186332E+01  -0.263605E+01  -0.240353E+01  -0.245315E+01  -0.246758E+01  -0.217096E+01  -0.229744E+01  -0.194415E+01   0.136993E+03   0.165460E+01   0.402517E+00   0.240659E+00   0.912593E+00   0.609440E+00   0.731700E+00   0.110427E+01   0.120141E+01   0.120828E+01   0.137353E+01   0.147331E+01   0.168979E+03   0.166255E+01   0.589027E+01   0.399030E-03  -0.136783E+04  -0.264017E+01   0.240659E+00   0.000000E+00   0.000000E+00  -0.186332E+01   0.912593E+00   0.000000E+00   0.000000E+00  -0.263605E+01   0.609440E+00   0.000000E+00   0.000000E+00  -0.240353E+01   0.731700E+00   0.000000E+00   0.000000E+00  -0.245315E+01   0.110427E+01   0.000000E+00   0.000000E+00  -0.246758E+01   0.120141E+01   0.000000E+00   0.000000E+00  -0.217096E+01   0.120828E+01   0.000000E+00   0.000000E+00  -0.229744E+01   0.137353E+01   0.000000E+00   0.000000E+00  -0.194415E+01   0.147331E+01   0.000000E+00   0.000000E+00
  -0.274490E+01  -0.270452E+01  -0.186332E+01  -0.264636E+01  -0.240353E+01  -0.236142E+01  -0.239158E+01  -0.218357E+01  -0.231954E+01  -0.207288E+01   0.137118E+03   0.165226E+01   0.686221E-01   0.624716E+00   0.961722E+00   0.597534E+00   0.855516E+00   0.855843E+00   0.111568E+01   0.123104E+01   0.134031E+01   0.163727E+01   0.175475E+03   0.161993E+01   0.611331E+01   0.884676E-02  -0.136932E+04  -0.270452E+01   0.624716E+00   0.000000E+00   0.000000E+00  -0.186332E+01   0.961722E+00   0.000000E+00   0.000000E+00  -0.264636E+01   0.597534E+00   0.000000E+00   0.000000E+00  -0.240353E+01   0.855516E+00   0.000000E+00   0.000000E+00  -0.236142E+01   0.855843E+00   0.000000E+00   0.000000E+00  -0.239158E+01   0.111568E+01   0.000000E+00   0.000000E+00  -0.218357E+01   0.123104E+01   0.000000E+00   0.000000E+00  -0.231954E+01   0.134031E+01   0.000000E+00   0.000000E+00  -0.207288E+01   0.163727E+01   0.000000E+00   0.000000E+00
  -0.204380E+01  -0.257394E+01  -0.196057E+01  -0.262780E+01  -0.245684E+01  -0.234233E+01  -0.257452E+01  -0.221091E+01  -0.229420E+01  -0.195514E+01   0.135557E+03   0.165226E+01   0.752307E+00   0.295318E+00   0.989914E+00   0.637920E+00   0.104065E+01   0.108892E+01   0.893371E+00   0.121174E+01   0.114530E+01   0.166031E+01   0.170051E+03   0.167587E+01   0.151851E+01   0.651679E-03  -0.137532E+04  -0.257394E+01   0.295318E+00   0.000000E+00   0.000000E+00  -0.196057E+01   0.989914E+00   0.000000E+00   0.000000E+00  -0.262780E+01   0.637920E+00   0.000000E+00   0.000000E+00  -0.245684E+01   0.104065E+01   0.000000E+00   0.000000E+00  -0.234233E+01   0.108892E+01   0.000000E+00   0.000000E+00  -0.257452E+01   0.893371E+00   0.000000E+00   0.000000E+00  -0.221091E+01   0.121174E+01   0.000000E+00   0.000000E+00  -0.229420E+01   0.114530E+01   0.000000E+00   0.000000E+00  -0.195514E+01   0.166031E+01   0.000000E+00   0.000000E+00
  -0.208827E+01  -0.250452E+01  -0.186463E+01  -0.266607E+01  -0.248003E+01  -0.249169E+01  -0.235011E+01  -0.218919E+01  -0.231840E+01  -0.206321E+01   0.135079E+03   0.165967E+01   0.794407E+00   0.363897E+00   0.879562E+00   0.740871E+00   0.108244E+01   0.108862E+01   0.127002E+01   0.114403E+01   0.117643E+01   0.150277E+01   0.151617E+03   0.167587E+01   0.480145E+01   0.724140E-02  -0.136644E+04  -0.250452E+01   0.363897E+00   0.000000E+00   0.000000E+00  -0.186463E+01   0.879562E+00   0.000000E+00   0.000000E+00  -0.266607E+01   0.740871E+00   0.000000E+00   0.000000E+00  -0.248003E+01   0.108244E+01   0.000000E+00   0.000000E+00  -0.249169E+01   0.108862E+01   0.000000E+00   0.000000E+00  -0.235011E+01   0.127002E+01   0.000000E+00   0.000000E+00  -0.218919E+01   0.114403E+01   0.000000E+00   0.000000E+00  -0.231840E+01   0.117643E+01   0.000000E+00   0.000000E+00  -0.206321E+01   0.150277E+01   0.000000E+00   0.000000E+00
  -0.190443E+01  -0.259661E+01  -0.186616E+01  -0.267197E+01  -0.244122E+01  -0.239673E+01  -0.219270E+01  -0.219988E+01  -0.230652E+01  -0.207859E+01   0.133732E+03   0.167436E+01   0.794407E+00   0.421329E+00   0.948821E+00   0.793781E+00   0.796312E+00   0.105583E+01   0.124178E+01   0.129802E+01   0.125616E+01   0.172799E+01   0.159135E+03   0.167587E+01   0.177686E+01   0.900227E-02  -0.136951E+04  -0.259661E+01   0.421329E+00   0.000000E+00   0.000000E+00  -0.186616E+01   0.948821E+00   0.000000E+00   0.000000E+00  -0.267197E+01   0.793781E+00   0.000000E+00   0.000000E+00  -0.244122E+01   0.796312E+00   0.000000E+00   0.000000E+00  -0.239673E+01   0.105583E+01   0.000000E+00   0.000000E+00  -0.219270E+01   0.124178E+01   0.000000E+00   0.000000E+00  -0.219988E+01   0.129802E+01   0.000000E+00   0.000000E+00  -0.230652E+01   0.125616E+01   0.000000E+00   0.000000E+00  -0.207859E+01   0.172799E+01   0.000000E+00   0.000000E+00
  -0.231080E+01  -0.259661E+01  -0.179287E+01  -0.267051E+01  -0.241326E+01  -0.221177E+01  -0.232926E+01  -0.219302E+01  -0.230652E+01  -0.202500E+01   0.133194E+03   0.167436E+01   0.610090E+00   0.373016E+00   0.860980E+00   0.946877E+00   0.892621E+00   0.941473E+00   0.833080E+00   0.123572E+01   0.126219E+01   0.159690E+01   0.167661E+03   0.163480E+01   0.479831E+01   0.146110E-02  -0.136700E+04  -0.259661E+01   0.373016E+00   0.000000E+00   0.000000E+00  -0.179287E+01   0.860980E+00   0.000000E+00   0.000000E+00  -0.267051E+01   0.946877E+00   0.000000E+00   0.000000E+00  -0.241326E+01   0.892621E+00   0.000000E+00   0.000000E+00  -0.221177E+01   0.941473E+00   0.000000E+00   0.000000E+00  -0.232926E+01   0.833080E+00   0.000000E+00   0.000000E+00  -0.219302E+01   0.123572E+01   0.000000E+00   0.000000E+00  -0.230652E+01   0.126219E+01   0.000000E+00   0.000000E+00  -0.202500E+01   0.159690E+01   0.000000E+00   0.000000E+00
  -0.204544E+01  -0.232293E+01  -0.188867E+01  -0.264801E+01  -0.243742E+01  -0.254174E+01  -0.237027E+01  -0.216306E+01  -0.230652E+01  -0.202500E+01   0.133749E+03   0.167436E+01   0.749759E+00   0.711325E+00   0.907098E+00   0.828179E+00   0.748212E+00   0.807202E+00   0.107728E+01   0.120754E+01   0.125332E+01   0.165288E+01   0.162162E+03   0.163984E+01   0.498090E+01   0.410470E-02  -0.136651E+04  -0.232293E+01   0.711325E+00   0.000000E+00   0.000000E+00  -0.188867E+01   0.907098E+00   0.000000E+00   0.000000E+00  -0.264801E+01   0.828179E+00   0.000000E+00   0.000000E+00  -0.243742E+01   0.748212E+00   0.000000E+00   0.000000E+00  -0.254174E+01   0.807202E+00   0.000000E+00   0.000000E+00  -0.237027E+01   0.107728E+01   0.000000E+00   0.000000E+00  -0.216306E+01   0.120754E+01   0.000000E+00   0.000000E+00  -0.230652E+01   0.125332E+01   0.000000E+00   0.000000E+00  -0.202500E+01   0.165288E+01   0.000000E+00   0.000000E+00
  -0.236563E+01  -0.272560E+01  -0.188405E+01  -0.267146E+01  -0.243742E+01  -0.227191E+01  -0.237027E+01  -0.219615E+01  -0.230652E+01  -0.202412E+01   0.133640E+03   0.167474E+01   0.640375E+00   0.727922E+00   0.108218E+01   0.966847E+00   0.114455E+01   0.101908E+01   0.127973E+01   0.136273E+01   0.132021E+01   0.156636E+01   0.172100E+03   0.166827E+01   0.521668E+01   0.184544E-02  -0.136510E+04  -0.272560E+01   0.727922E+00   0.000000E+00   0.000000E+00  -0.188405E+01   0.108218E+01   0.000000E+00   0.000000E+00  -0.267146E+01   0.966847E+00   0.000000E+00   0.000000E+00  -0.243742E+01   0.114455E+01   0.000000E+00   0.000000E+00  -0.227191E+01   0.101908E+01   0.000000E+00   0.000000E+00  -0.237027E+01   0.127973E+01   0.000000E+00   0.000000E+00  -0.219615E+01   0.136273E+01   0.000000E+00   0.000000E+00  -0.230652E+01   0.132021E+01   0.000000E+00   0.000000E+00  -0.202412E+01   0.156636E+01   0.000000E+00   0.000000E+00
  -0.265336E+01  -0.268984E+01  -0.188405E+01  -0.262939E+01  -0.247508E+01  -0.225996E+01  -0.241276E+01  -0.219287E+01  -0.233550E+01  -0.202412E+01   0.134247E+03   0.166447E+01   0.971516E+00   0.960341E+00   0.111984E+01   0.749203E+00   0.116102E+01   0.129956E+01   0.137363E+01   0.125899E+01   0.129240E+01   0.156636E+01   0.178239E+03   0.164572E+01   0.771187E+00   0.427014E-02  -0.136374E+04  -0.268984E+01   0.960341E+00   0.000000E+00   0.000000E+00  -0.188405E+01   0.111984E+01   0.000000E+00   0.000000E+00  -0.262939E+01   0.749203E+00   0.000000E+00   0.000000E+00  -0.247508E+01   0.116102E+01   0.000000E+00   0.000000E+00  -0.225996E+01   0.129956E+01   0.000000E+00   0.000000E+00  -0.241276E+01   0.137363E+01   0.000000E+00   0.000000E+00  -0.219287E+01   0.125899E+01   0.000000E+00   0.000000E+00  -0.233550E+01   0.129240E+01   0.000000E+00   0.000000E+00  -0.202412E+01   0.156636E+01   0.000000E+00   0.000000E+00
  -0.244500E+01  -0.258489E+01  -0.197272E+01  -0.262647E+01  -0.249214E+01  -0.237427E+01  -0.242265E+01  -0.219883E+01  -0.234537E+01  -0.194822E+01   0.133069E+03   0.166738E+01   0.109514E+01   0.872061E+00   0.129671E+01   0.767060E+00   0.884941E+00   0.805623E+00   0.883621E+00   0.112663E+01   0.124123E+01   0.134667E+01   0.165911E+03   0.165378E+01   0.287637E+01   0.533197E-03  -0.136729E+04  -0.258489E+01   0.872061E+00   0.000000E+00   0.000000E+00  -0.197272E+01   0.129671E+01   0.000000E+00   0.000000E+00  -0.262647E+01   0.767060E+00   0.000000E+00   0.000000E+00  -0.249214E+01   0.884941E+00   0.000000E+00   0.000000E+00  -0.237427E+01   0.805623E+00   0.000000E+00   0.000000E+00  -0.242265E+01   0.883621E+00   0.000000E+00   0.000000E+00  -0.219883E+01   0.112663E+01   0.000000E+00   0.000000E+00  -0.234537E+01   0.124123E+01   0.000000E+00   0.000000E+00  -0.194822E+01   0.134667E+01   0.000000E+00   0.000000E+00
  -0.321646E+01  -0.270619E+01  -0.197272E+01  -0.265207E+01  -0.247902E+01  -0.202084E+01  -0.236784E+01  -0.219883E+01  -0.234087E+01  -0.202843E+01   0.130897E+03   0.167492E+01   0.924474E+00   0.999702E+00   0.107150E+01   0.806273E+00   0.761762E+00   0.934362E+00   0.890387E+00   0.112891E+01   0.122968E+01   0.177995E+01   0.160543E+03   0.166677E+01   0.104052E+01   0.893469E-02  -0.137050E+04  -0.270619E+01   0.999702E+00   0.000000E+00   0.000000E+00  -0.197272E+01   0.107150E+01   0.000000E+00   0.000000E+00  -0.265207E+01   0.806273E+00   0.000000E+00   0.000000E+00  -0.247902E+01   0.761762E+00   0.000000E+00   0.000000E+00  -0.202084E+01   0.934362E+00   0.000000E+00   0.000000E+00  -0.236784E+01   0.890387E+00   0.000000E+00   0.000000E+00  -0.219883E+01   0.112891E+01   0.000000E+00   0.000000E+00  -0.234087E+01   0.122968E+01   0.000000E+00   0.000000E+00  -0.202843E+01   0.177995E+01   0.000000E+00   0.000000E+00
