b1_1           b1_2           b1_3           b1_4           b1_5           b1_6           b1_7           b1_8           b1_9           b1_10          a1             c1             b2_1           b2_2           b2_3           b2_4           b2_5           b2_6           b2_7           b2_8           b2_9           b2_10          a2             c2             Y1_gamma1      Y1_gamma2      LogPost        k1_1           k2_1           ktype1_1       ktype2_1       k1_2           k2_2           ktype1_2       ktype2_2       k1_3           k2_3           ktype1_3       ktype2_3       k1_4           k2_4           ktype1_4       ktype2_4       k1_5           k2_5           ktype1_5       ktype2_5       k1_6           k2_6           ktype1_6       ktype2_6       k1_7           k2_7           ktype1_7       ktype2_7       k1_8           k2_8           ktype1_8       ktype2_8       k1_9           k2_9           ktype1_9       ktype2_9       
  -0.307471E+01  -0.291832E+01  -0.224885E+01  -0.307010E+01  -0.287144E+01  -0.297012E+01  -0.282391E+01  -0.250217E+01  -0.267395E+01  -0.239676E+01   0.105426E+03   0.170460E+01   0.644403E+00   0.573459E+00   0.950863E+00   0.544288E+00   0.713392E+00   0.794248E+00   0.999542E+00   0.818747E+00   0.908285E+00   0.126678E+01   0.156576E+03   0.167004E+01   0.315470E+01   0.829596E-02  -0.136770E+04  -0.291832E+01   0.573459E+00   0.000000E+00   0.000000E+00  -0.224885E+01   0.950863E+00   0.000000E+00   0.000000E+00  -0.307010E+01   0.544288E+00   0.000000E+00   0.000000E+00  -0.287144E+01   0.713392E+00   0.000000E+00   0.000000E+00  -0.297012E+01   0.794248E+00   0.000000E+00   0.000000E+00  -0.282391E+01   0.999542E+00   0.000000E+00   0.000000E+00  -0.250217E+01   0.818747E+00   0.000000E+00   0.000000E+00  -0.267395E+01   0.908285E+00   0.000000E+00   0.000000E+00  -0.239676E+01   0.126678E+01   0.000000E+00   0.000000E+00
  -0.350162E+01  -0.300850E+01  -0.216617E+01  -0.302185E+01  -0.272036E+01  -0.239189E+01  -0.282448E+01  -0.250428E+01  -0.266976E+01  -0.239676E+01   0.104871E+03   0.170758E+01  -0.749633E-01   0.257868E+00   0.996121E+00   0.381123E+00   0.701339E+00   0.836492E+00   0.776689E+00   0.818747E+00   0.877415E+00   0.110874E+01   0.158673E+03   0.166868E+01   0.212914E+01   0.525900E-02  -0.136951E+04  -0.300850E+01   0.257868E+00   0.000000E+00   0.000000E+00  -0.216617E+01   0.996121E+00   0.000000E+00   0.000000E+00  -0.302185E+01   0.381123E+00   0.000000E+00   0.000000E+00  -0.272036E+01   0.701339E+00   0.000000E+00   0.000000E+00  -0.239189E+01   0.836492E+00   0.000000E+00   0.000000E+00  -0.282448E+01   0.776689E+00   0.000000E+00   0.000000E+00  -0.250428E+01   0.818747E+00   0.000000E+00   0.000000E+00  -0.266976E+01   0.877415E+00   0.000000E+00   0.000000E+00  -0.239676E+01   0.110874E+01   0.000000E+00   0.000000E+00
  -0.400498E+01  -0.312887E+01  -0.216617E+01  -0.303183E+01  -0.280656E+01  -0.286663E+01  -0.274786E+01  -0.249480E+01  -0.269063E+01  -0.236677E+01   0.105400E+03   0.170750E+01   0.389873E-01   0.623082E+00   0.917078E+00   0.722311E+00   0.922482E+00   0.938802E+00   0.785758E+00   0.793049E+00   0.900639E+00   0.136365E+01   0.161162E+03   0.166868E+01   0.329561E+01   0.845014E-03  -0.136934E+04  -0.312887E+01   0.623082E+00   0.000000E+00   0.000000E+00  -0.216617E+01   0.917078E+00   0.000000E+00   0.000000E+00  -0.303183E+01   0.722311E+00   0.000000E+00   0.000000E+00  -0.280656E+01   0.922482E+00   0.000000E+00   0.000000E+00  -0.286663E+01   0.938802E+00   0.000000E+00   0.000000E+00  -0.274786E+01   0.785758E+00   0.000000E+00   0.000000E+00  -0.249480E+01   0.793049E+00   0.000000E+00   0.000000E+00  -0.269063E+01   0.900639E+00   0.000000E+00   0.000000E+00  -0.236677E+01   0.136365E+01   0.000000E+00   0.000000E+00
  -0.271865E+01  -0.286839E+01  -0.224349E+01  -0.306268E+01  -0.276915E+01  -0.239942E+01  -0.250692E+01  -0.254165E+01  -0.263805E+01  -0.217600E+01   0.105412E+03   0.171074E+01   0.854984E+00   0.664390E+00   0.918915E+00   0.528275E+00   0.812252E+00   0.105695E+01   0.823084E+00   0.902877E+00   0.819457E+00   0.102022E+01   0.164256E+03   0.169336E+01   0.132716E+02   0.134748E-02  -0.137776E+04  -0.286839E+01   0.664390E+00   0.000000E+00   0.000000E+00  -0.224349E+01   0.918915E+00   0.000000E+00   0.000000E+00  -0.306268E+01   0.528275E+00   0.000000E+00   0.000000E+00  -0.276915E+01   0.812252E+00   0.000000E+00   0.000000E+00  -0.239942E+01   0.105695E+01   0.000000E+00   0.000000E+00  -0.250692E+01   0.823084E+00   0.000000E+00   0.000000E+00  -0.254165E+01   0.902877E+00   0.000000E+00   0.000000E+00  -0.263805E+01   0.819457E+00   0.000000E+00   0.000000E+00  -0.217600E+01   0.102022E+01   0.000000E+00   0.000000E+00
  -0.314018E+01  -0.289908E+01  -0.222056E+01  -0.302913E+01  -0.273896E+01  -0.311392E+01  -0.268395E+01  -0.249693E+01  -0.265619E+01  -0.244331E+01   0.103732E+03   0.171828E+01  -0.114843E+00   0.143284E+00   0.981345E+00   0.430061E+00   0.548319E+00   0.680261E+00   0.688166E+00   0.751046E+00   0.887318E+00   0.150853E+01   0.146907E+03   0.169336E+01   0.348392E+01   0.149795E-02  -0.137622E+04  -0.289908E+01   0.143284E+00   0.000000E+00   0.000000E+00  -0.222056E+01   0.981345E+00   0.000000E+00   0.000000E+00  -0.302913E+01   0.430061E+00   0.000000E+00   0.000000E+00  -0.273896E+01   0.548319E+00   0.000000E+00   0.000000E+00  -0.311392E+01   0.680261E+00   0.000000E+00   0.000000E+00  -0.268395E+01   0.688166E+00   0.000000E+00   0.000000E+00  -0.249693E+01   0.751046E+00   0.000000E+00   0.000000E+00  -0.265619E+01   0.887318E+00   0.000000E+00   0.000000E+00  -0.244331E+01   0.150853E+01   0.000000E+00   0.000000E+00
  -0.341855E+01  -0.283908E+01  -0.220502E+01  -0.302280E+01  -0.282914E+01  -0.271297E+01  -0.264917E+01  -0.253932E+01  -0.267664E+01  -0.236943E+01   0.104664E+03   0.170035E+01   0.272927E+00   0.211967E+00   0.258097E+00   0.312224E+00   0.615702E+00   0.676329E+00   0.625225E+00   0.751046E+00   0.773503E+00   0.119303E+01   0.152145E+03   0.170122E+01   0.884728E-01   0.149795E-02  -0.136796E+04  -0.283908E+01   0.211967E+00   0.000000E+00   0.000000E+00  -0.220502E+01   0.258097E+00   0.000000E+00   0.000000E+00  -0.302280E+01   0.312224E+00   0.000000E+00   0.000000E+00  -0.282914E+01   0.615702E+00   0.000000E+00   0.000000E+00  -0.271297E+01   0.676329E+00   0.000000E+00   0.000000E+00  -0.264917E+01   0.625225E+00   0.000000E+00   0.000000E+00  -0.253932E+01   0.751046E+00   0.000000E+00   0.000000E+00  -0.267664E+01   0.773503E+00   0.000000E+00   0.000000E+00  -0.236943E+01   0.119303E+01   0.000000E+00   0.000000E+00
  -0.366788E+01  -0.310210E+01  -0.216653E+01  -0.307879E+01  -0.283684E+01  -0.242084E+01  -0.275110E+01  -0.253513E+01  -0.267664E+01  -0.213832E+01   0.104327E+03   0.169782E+01  -0.132099E+00   0.336965E-01   0.662637E+00   0.412385E+00   0.514135E+00   0.599424E+00   0.762349E+00   0.751046E+00   0.798129E+00   0.790661E+00   0.152145E+03   0.167711E+01   0.375582E+01   0.430824E-02  -0.137142E+04  -0.310210E+01   0.336965E-01   0.000000E+00   0.000000E+00  -0.216653E+01   0.662637E+00   0.000000E+00   0.000000E+00  -0.307879E+01   0.412385E+00   0.000000E+00   0.000000E+00  -0.283684E+01   0.514135E+00   0.000000E+00   0.000000E+00  -0.242084E+01   0.599424E+00   0.000000E+00   0.000000E+00  -0.275110E+01   0.762349E+00   0.000000E+00   0.000000E+00  -0.253513E+01   0.751046E+00   0.000000E+00   0.000000E+00  -0.267664E+01   0.798129E+00   0.000000E+00   0.000000E+00  -0.213832E+01   0.790661E+00   0.000000E+00   0.000000E+00
  -0.344192E+01  -0.289873E+01  -0.221638E+01  -0.308415E+01  -0.285941E+01  -0.273752E+01  -0.267629E+01  -0.257960E+01  -0.266521E+01  -0.212413E+01   0.102511E+03   0.169811E+01  -0.171004E-01   0.272737E+00   0.501896E+00   0.289175E+00   0.492498E+00   0.595796E+00   0.441901E+00   0.857033E+00   0.665286E+00   0.925215E+00   0.165957E+03   0.167711E+01   0.375582E+01   0.390436E-02  -0.137310E+04  -0.289873E+01   0.272737E+00   0.000000E+00   0.000000E+00  -0.221638E+01   0.501896E+00   0.000000E+00   0.000000E+00  -0.308415E+01   0.289175E+00   0.000000E+00   0.000000E+00  -0.285941E+01   0.492498E+00   0.000000E+00   0.000000E+00  -0.273752E+01   0.595796E+00   0.000000E+00   0.000000E+00  -0.267629E+01   0.441901E+00   0.000000E+00   0.000000E+00  -0.257960E+01   0.857033E+00   0.000000E+00   0.000000E+00  -0.266521E+01   0.665286E+00   0.000000E+00   0.000000E+00  -0.212413E+01   0.925215E+00   0.000000E+00   0.000000E+00
  -0.273384E+01  -0.290094E+01  -0.217867E+01  -0.304856E+01  -0.285941E+01  -0.280863E+01  -0.289239E+01  -0.258537E+01  -0.270552E+01  -0.225256E+01   0.101673E+03   0.170209E+01   0.606136E-01  -0.107761E+00   0.455593E+00   0.378605E+00   0.955620E+00   0.110715E+01   0.104083E+01   0.846608E+00   0.824500E+00   0.109582E+01   0.176216E+03   0.165223E+01   0.665135E+00   0.518853E-02  -0.136859E+04  -0.290094E+01  -0.107761E+00   0.000000E+00   0.000000E+00  -0.217867E+01   0.455593E+00   0.000000E+00   0.000000E+00  -0.304856E+01   0.378605E+00   0.000000E+00   0.000000E+00  -0.285941E+01   0.955620E+00   0.000000E+00   0.000000E+00  -0.280863E+01   0.110715E+01   0.000000E+00   0.000000E+00  -0.289239E+01   0.104083E+01   0.000000E+00   0.000000E+00  -0.258537E+01   0.846608E+00   0.000000E+00   0.000000E+00  -0.270552E+01   0.824500E+00   0.000000E+00   0.000000E+00  -0.225256E+01   0.109582E+01   0.000000E+00   0.000000E+00
  -0.369625E+01  -0.300821E+01  -0.231850E+01  -0.317510E+01  -0.289700E+01  -0.308862E+01  -0.293901E+01  -0.261192E+01  -0.273079E+01  -0.237441E+01   0.101191E+03   0.169476E+01   0.969253E-01   0.586429E+00   0.873051E+00   0.691085E+00   0.693976E+00   0.738860E+00   0.972245E+00   0.869810E+00   0.816336E+00   0.915252E+00   0.174020E+03   0.167851E+01   0.167925E+01   0.103342E-02  -0.136795E+04  -0.300821E+01   0.586429E+00   0.000000E+00   0.000000E+00  -0.231850E+01   0.873051E+00   0.000000E+00   0.000000E+00  -0.317510E+01   0.691085E+00   0.000000E+00   0.000000E+00  -0.289700E+01   0.693976E+00   0.000000E+00   0.000000E+00  -0.308862E+01   0.738860E+00   0.000000E+00   0.000000E+00  -0.293901E+01   0.972245E+00   0.000000E+00   0.000000E+00  -0.261192E+01   0.869810E+00   0.000000E+00   0.000000E+00  -0.273079E+01   0.816336E+00   0.000000E+00   0.000000E+00  -0.237441E+01   0.915252E+00   0.000000E+00   0.000000E+00
  -0.351954E+01  -0.340554E+01  -0.230012E+01  -0.316344E+01  -0.291168E+01  -0.274730E+01  -0.293901E+01  -0.265715E+01  -0.273079E+01  -0.226098E+01   0.101845E+03   0.169915E+01   0.710577E+00   0.689416E+00   0.931994E+00   0.581179E+00   0.863060E+00   0.665827E+00   0.724136E+00   0.906735E+00   0.872729E+00   0.110657E+01   0.166922E+03   0.167903E+01   0.118526E+01   0.398036E-02  -0.137572E+04  -0.340554E+01   0.689416E+00   0.000000E+00   0.000000E+00  -0.230012E+01   0.931994E+00   0.000000E+00   0.000000E+00  -0.316344E+01   0.581179E+00   0.000000E+00   0.000000E+00  -0.291168E+01   0.863060E+00   0.000000E+00   0.000000E+00  -0.274730E+01   0.665827E+00   0.000000E+00   0.000000E+00  -0.293901E+01   0.724136E+00   0.000000E+00   0.000000E+00  -0.265715E+01   0.906735E+00   0.000000E+00   0.000000E+00  -0.273079E+01   0.872729E+00   0.000000E+00   0.000000E+00  -0.226098E+01   0.110657E+01   0.000000E+00   0.000000E+00
  -0.340018E+01  -0.281083E+01  -0.230012E+01  -0.316344E+01  -0.283695E+01  -0.301234E+01  -0.290701E+01  -0.265061E+01  -0.273079E+01  -0.239584E+01   0.100525E+03   0.169748E+01   0.373858E+00   0.542682E+00   0.781366E+00   0.509566E+00   0.716320E+00   0.802386E+00   0.104992E+01   0.918138E+00   0.799723E+00   0.107686E+01   0.179325E+03   0.169598E+01   0.408227E+01   0.108127E-03  -0.136974E+04  -0.281083E+01   0.542682E+00   0.000000E+00   0.000000E+00  -0.230012E+01   0.781366E+00   0.000000E+00   0.000000E+00  -0.316344E+01   0.509566E+00   0.000000E+00   0.000000E+00  -0.283695E+01   0.716320E+00   0.000000E+00   0.000000E+00  -0.301234E+01   0.802386E+00   0.000000E+00   0.000000E+00  -0.290701E+01   0.104992E+01   0.000000E+00   0.000000E+00  -0.265061E+01   0.918138E+00   0.000000E+00   0.000000E+00  -0.273079E+01   0.799723E+00   0.000000E+00   0.000000E+00  -0.239584E+01   0.107686E+01   0.000000E+00   0.000000E+00
  -0.265889E+01  -0.275370E+01  -0.230012E+01  -0.308357E+01  -0.296650E+01  -0.269412E+01  -0.294153E+01  -0.265061E+01  -0.274421E+01  -0.238689E+01   0.100453E+03   0.169608E+01  -0.102249E+00  -0.270817E-01   0.642911E+00   0.380169E+00   0.759925E+00   0.915867E+00   0.831113E+00   0.791536E+00   0.825202E+00   0.946384E+00   0.164001E+03   0.168757E+01   0.921261E+00   0.627062E-02  -0.136930E+04  -0.275370E+01  -0.270817E-01   0.000000E+00   0.000000E+00  -0.230012E+01   0.642911E+00   0.000000E+00   0.000000E+00  -0.308357E+01   0.380169E+00   0.000000E+00   0.000000E+00  -0.296650E+01   0.759925E+00   0.000000E+00   0.000000E+00  -0.269412E+01   0.915867E+00   0.000000E+00   0.000000E+00  -0.294153E+01   0.831113E+00   0.000000E+00   0.000000E+00  -0.265061E+01   0.791536E+00   0.000000E+00   0.000000E+00  -0.274421E+01   0.825202E+00   0.000000E+00   0.000000E+00  -0.238689E+01   0.946384E+00   0.000000E+00   0.000000E+00
  -0.282652E+01  -0.279909E+01  -0.212547E+01  -0.312496E+01  -0.288791E+01  -0.253290E+01  -0.293182E+01  -0.263095E+01  -0.276840E+01  -0.237953E+01   0.100862E+03   0.169222E+01  -0.354277E-01   0.598366E-01   0.326954E+00   0.293965E+00   0.542936E+00   0.727321E+00   0.669835E+00   0.791536E+00   0.832075E+00   0.113869E+01   0.170231E+03   0.167692E+01   0.703020E+00   0.266670E-02  -0.136357E+04  -0.279909E+01   0.598366E-01   0.000000E+00   0.000000E+00  -0.212547E+01   0.326954E+00   0.000000E+00   0.000000E+00  -0.312496E+01   0.293965E+00   0.000000E+00   0.000000E+00  -0.288791E+01   0.542936E+00   0.000000E+00   0.000000E+00  -0.253290E+01   0.727321E+00   0.000000E+00   0.000000E+00  -0.293182E+01   0.669835E+00   0.000000E+00   0.000000E+00  -0.263095E+01   0.791536E+00   0.000000E+00   0.000000E+00  -0.276840E+01   0.832075E+00   0.000000E+00   0.000000E+00  -0.237953E+01   0.113869E+01   0.000000E+00   0.000000E+00
  -0.263899E+01  -0.282333E+01  -0.208843E+01  -0.309462E+01  -0.289141E+01  -0.278001E+01  -0.275925E+01  -0.261179E+01  -0.275387E+01  -0.246908E+01   0.101456E+03   0.169902E+01   0.105494E+00   0.589862E-01   0.547773E+00   0.484737E+00   0.652921E+00   0.908771E+00   0.865326E+00   0.863584E+00   0.891505E+00   0.142830E+01   0.178301E+03   0.163333E+01   0.632086E+01   0.197971E-02  -0.136622E+04  -0.282333E+01   0.589862E-01   0.000000E+00   0.000000E+00  -0.208843E+01   0.547773E+00   0.000000E+00   0.000000E+00  -0.309462E+01   0.484737E+00   0.000000E+00   0.000000E+00  -0.289141E+01   0.652921E+00   0.000000E+00   0.000000E+00  -0.278001E+01   0.908771E+00   0.000000E+00   0.000000E+00  -0.275925E+01   0.865326E+00   0.000000E+00   0.000000E+00  -0.261179E+01   0.863584E+00   0.000000E+00   0.000000E+00  -0.275387E+01   0.891505E+00   0.000000E+00   0.000000E+00  -0.246908E+01   0.142830E+01   0.000000E+00   0.000000E+00
  -0.327280E+01  -0.283989E+01  -0.217607E+01  -0.308534E+01  -0.292615E+01  -0.266093E+01  -0.288329E+01  -0.261179E+01  -0.274641E+01  -0.262488E+01   0.102770E+03   0.169669E+01  -0.306892E+00   0.243283E+00   0.628355E+00   0.489293E+00   0.921896E+00   0.925821E+00   0.940652E+00   0.899353E+00   0.877013E+00   0.140945E+01   0.189093E+03   0.163590E+01   0.412751E+01   0.384277E-02  -0.137195E+04  -0.283989E+01   0.243283E+00   0.000000E+00   0.000000E+00  -0.217607E+01   0.628355E+00   0.000000E+00   0.000000E+00  -0.308534E+01   0.489293E+00   0.000000E+00   0.000000E+00  -0.292615E+01   0.921896E+00   0.000000E+00   0.000000E+00  -0.266093E+01   0.925821E+00   0.000000E+00   0.000000E+00  -0.288329E+01   0.940652E+00   0.000000E+00   0.000000E+00  -0.261179E+01   0.899353E+00   0.000000E+00   0.000000E+00  -0.274641E+01   0.877013E+00   0.000000E+00   0.000000E+00  -0.262488E+01   0.140945E+01   0.000000E+00   0.000000E+00
  -0.382955E+01  -0.325245E+01  -0.222259E+01  -0.308534E+01  -0.287626E+01  -0.257694E+01  -0.288344E+01  -0.257781E+01  -0.274837E+01  -0.254870E+01   0.102779E+03   0.170380E+01  -0.933380E-01   0.393549E+00   0.928524E+00   0.680662E+00   0.954917E+00   0.109854E+01   0.103650E+01   0.100553E+01   0.103332E+01   0.150023E+01   0.187589E+03   0.164619E+01   0.541590E+01   0.438536E-03  -0.136723E+04  -0.325245E+01   0.393549E+00   0.000000E+00   0.000000E+00  -0.222259E+01   0.928524E+00   0.000000E+00   0.000000E+00  -0.308534E+01   0.680662E+00   0.000000E+00   0.000000E+00  -0.287626E+01   0.954917E+00   0.000000E+00   0.000000E+00  -0.257694E+01   0.109854E+01   0.000000E+00   0.000000E+00  -0.288344E+01   0.103650E+01   0.000000E+00   0.000000E+00  -0.257781E+01   0.100553E+01   0.000000E+00   0.000000E+00  -0.274837E+01   0.103332E+01   0.000000E+00   0.000000E+00  -0.254870E+01   0.150023E+01   0.000000E+00   0.000000E+00
  -0.342265E+01  -0.282545E+01  -0.222259E+01  -0.310328E+01  -0.289570E+01  -0.287125E+01  -0.289650E+01  -0.257781E+01  -0.272938E+01  -0.244383E+01   0.102359E+03   0.170310E+01   0.241187E+00   0.410705E+00   0.693747E+00   0.673142E+00   0.880590E+00   0.903000E+00   0.107249E+01   0.100553E+01   0.101164E+01   0.154382E+01   0.199341E+03   0.162897E+01   0.309027E+01   0.420141E-02  -0.136543E+04  -0.282545E+01   0.410705E+00   0.000000E+00   0.000000E+00  -0.222259E+01   0.693747E+00   0.000000E+00   0.000000E+00  -0.310328E+01   0.673142E+00   0.000000E+00   0.000000E+00  -0.289570E+01   0.880590E+00   0.000000E+00   0.000000E+00  -0.287125E+01   0.903000E+00   0.000000E+00   0.000000E+00  -0.289650E+01   0.107249E+01   0.000000E+00   0.000000E+00  -0.257781E+01   0.100553E+01   0.000000E+00   0.000000E+00  -0.272938E+01   0.101164E+01   0.000000E+00   0.000000E+00  -0.244383E+01   0.154382E+01   0.000000E+00   0.000000E+00
  -0.265544E+01  -0.284062E+01  -0.222259E+01  -0.308365E+01  -0.291878E+01  -0.298587E+01  -0.299151E+01  -0.258391E+01  -0.273963E+01  -0.243626E+01   0.102366E+03   0.170586E+01  -0.152229E+00   0.154974E+00   0.785713E+00   0.602900E+00   0.785241E+00   0.784949E+00   0.892476E+00   0.103473E+01   0.112671E+01   0.128930E+01   0.194263E+03   0.162897E+01   0.657530E+01   0.813279E-03  -0.136768E+04  -0.284062E+01   0.154974E+00   0.000000E+00   0.000000E+00  -0.222259E+01   0.785713E+00   0.000000E+00   0.000000E+00  -0.308365E+01   0.602900E+00   0.000000E+00   0.000000E+00  -0.291878E+01   0.785241E+00   0.000000E+00   0.000000E+00  -0.298587E+01   0.784949E+00   0.000000E+00   0.000000E+00  -0.299151E+01   0.892476E+00   0.000000E+00   0.000000E+00  -0.258391E+01   0.103473E+01   0.000000E+00   0.000000E+00  -0.273963E+01   0.112671E+01   0.000000E+00   0.000000E+00  -0.243626E+01   0.128930E+01   0.000000E+00   0.000000E+00
  -0.393860E+01  -0.300394E+01  -0.216523E+01  -0.308365E+01  -0.291878E+01  -0.300849E+01  -0.273423E+01  -0.262542E+01  -0.273963E+01  -0.255924E+01   0.101601E+03   0.170593E+01  -0.810366E-01   0.321582E+00   0.919121E+00   0.506391E+00   0.652448E+00   0.950099E+00   0.109794E+01   0.984515E+00   0.110542E+01   0.136772E+01   0.194646E+03   0.165905E+01   0.352944E+01   0.813279E-03  -0.137174E+04  -0.300394E+01   0.321582E+00   0.000000E+00   0.000000E+00  -0.216523E+01   0.919121E+00   0.000000E+00   0.000000E+00  -0.308365E+01   0.506391E+00   0.000000E+00   0.000000E+00  -0.291878E+01   0.652448E+00   0.000000E+00   0.000000E+00  -0.300849E+01   0.950099E+00   0.000000E+00   0.000000E+00  -0.273423E+01   0.109794E+01   0.000000E+00   0.000000E+00  -0.262542E+01   0.984515E+00   0.000000E+00   0.000000E+00  -0.273963E+01   0.110542E+01   0.000000E+00   0.000000E+00  -0.255924E+01   0.136772E+01   0.000000E+00   0.000000E+00
  -0.271145E+01  -0.300869E+01  -0.214122E+01  -0.307645E+01  -0.284865E+01  -0.282185E+01  -0.282313E+01  -0.259326E+01  -0.272648E+01  -0.247800E+01   0.103359E+03   0.171144E+01   0.582281E+00   0.348929E+00   0.856522E+00   0.590406E+00   0.711873E+00   0.903394E+00   0.921137E+00   0.107666E+01   0.100807E+01   0.163947E+01   0.181725E+03   0.166081E+01   0.332289E+01   0.244057E-02  -0.136962E+04  -0.300869E+01   0.348929E+00   0.000000E+00   0.000000E+00  -0.214122E+01   0.856522E+00   0.000000E+00   0.000000E+00  -0.307645E+01   0.590406E+00   0.000000E+00   0.000000E+00  -0.284865E+01   0.711873E+00   0.000000E+00   0.000000E+00  -0.282185E+01   0.903394E+00   0.000000E+00   0.000000E+00  -0.282313E+01   0.921137E+00   0.000000E+00   0.000000E+00  -0.259326E+01   0.107666E+01   0.000000E+00   0.000000E+00  -0.272648E+01   0.100807E+01   0.000000E+00   0.000000E+00  -0.247800E+01   0.163947E+01   0.000000E+00   0.000000E+00
  -0.332815E+01  -0.298135E+01  -0.230481E+01  -0.304266E+01  -0.282943E+01  -0.269687E+01  -0.284427E+01  -0.253989E+01  -0.270136E+01  -0.228521E+01   0.103568E+03   0.171023E+01   0.341833E+00   0.826600E+00   0.820211E+00   0.751573E+00   0.782547E+00   0.682643E+00   0.765963E+00   0.101371E+01   0.112509E+01   0.135073E+01   0.181793E+03   0.167293E+01   0.535430E+01   0.872176E-02  -0.137196E+04  -0.298135E+01   0.826600E+00   0.000000E+00   0.000000E+00  -0.230481E+01   0.820211E+00   0.000000E+00   0.000000E+00  -0.304266E+01   0.751573E+00   0.000000E+00   0.000000E+00  -0.282943E+01   0.782547E+00   0.000000E+00   0.000000E+00  -0.269687E+01   0.682643E+00   0.000000E+00   0.000000E+00  -0.284427E+01   0.765963E+00   0.000000E+00   0.000000E+00  -0.253989E+01   0.101371E+01   0.000000E+00   0.000000E+00  -0.270136E+01   0.112509E+01   0.000000E+00   0.000000E+00  -0.228521E+01   0.135073E+01   0.000000E+00   0.000000E+00
  -0.302523E+01  -0.301634E+01  -0.225291E+01  -0.309525E+01  -0.288820E+01  -0.272303E+01  -0.272394E+01  -0.254840E+01  -0.270136E+01  -0.230421E+01   0.103781E+03   0.170746E+01   0.636178E-01   0.416629E+00   0.992218E+00   0.553710E+00   0.362199E+00   0.810686E+00   0.964825E+00   0.975911E+00   0.105613E+01   0.125807E+01   0.170060E+03   0.167213E+01   0.133525E+01   0.630937E-02  -0.137264E+04  -0.301634E+01   0.416629E+00   0.000000E+00   0.000000E+00  -0.225291E+01   0.992218E+00   0.000000E+00   0.000000E+00  -0.309525E+01   0.553710E+00   0.000000E+00   0.000000E+00  -0.288820E+01   0.362199E+00   0.000000E+00   0.000000E+00  -0.272303E+01   0.810686E+00   0.000000E+00   0.000000E+00  -0.272394E+01   0.964825E+00   0.000000E+00   0.000000E+00  -0.254840E+01   0.975911E+00   0.000000E+00   0.000000E+00  -0.270136E+01   0.105613E+01   0.000000E+00   0.000000E+00  -0.230421E+01   0.125807E+01   0.000000E+00   0.000000E+00
  -0.342619E+01  -0.293211E+01  -0.222459E+01  -0.302212E+01  -0.284713E+01  -0.289675E+01  -0.257499E+01  -0.257894E+01  -0.272686E+01  -0.256437E+01   0.102424E+03   0.170746E+01   0.974911E-01   0.237318E+00   0.100575E+01   0.354158E+00   0.554771E+00   0.463034E+00   0.649426E+00   0.106256E+01   0.110290E+01   0.143542E+01   0.186680E+03   0.167213E+01   0.214587E+01   0.220592E-02  -0.137510E+04  -0.293211E+01   0.237318E+00   0.000000E+00   0.000000E+00  -0.222459E+01   0.100575E+01   0.000000E+00   0.000000E+00  -0.302212E+01   0.354158E+00   0.000000E+00   0.000000E+00  -0.284713E+01   0.554771E+00   0.000000E+00   0.000000E+00  -0.289675E+01   0.463034E+00   0.000000E+00   0.000000E+00  -0.257499E+01   0.649426E+00   0.000000E+00   0.000000E+00  -0.257894E+01   0.106256E+01   0.000000E+00   0.000000E+00  -0.272686E+01   0.110290E+01   0.000000E+00   0.000000E+00  -0.256437E+01   0.143542E+01   0.000000E+00   0.000000E+00
  -0.385123E+01  -0.306156E+01  -0.224608E+01  -0.301901E+01  -0.285093E+01  -0.266245E+01  -0.295156E+01  -0.256811E+01  -0.272686E+01  -0.264477E+01   0.102626E+03   0.170326E+01   0.325194E+00   0.764030E+00   0.841750E+00   0.207706E+00   0.561200E+00   0.845100E+00   0.832767E+00   0.960907E+00   0.107089E+01   0.152269E+01   0.192026E+03   0.163309E+01   0.395228E+01   0.128359E-02  -0.137129E+04  -0.306156E+01   0.764030E+00   0.000000E+00   0.000000E+00  -0.224608E+01   0.841750E+00   0.000000E+00   0.000000E+00  -0.301901E+01   0.207706E+00   0.000000E+00   0.000000E+00  -0.285093E+01   0.561200E+00   0.000000E+00   0.000000E+00  -0.266245E+01   0.845100E+00   0.000000E+00   0.000000E+00  -0.295156E+01   0.832767E+00   0.000000E+00   0.000000E+00  -0.256811E+01   0.960907E+00   0.000000E+00   0.000000E+00  -0.272686E+01   0.107089E+01   0.000000E+00   0.000000E+00  -0.264477E+01   0.152269E+01   0.000000E+00   0.000000E+00
