Pos;Ech;Form;prior;lkh;H;post
  0.600000E+04;  0.100000E+04;  0.000000E+00;  0.000000E+00; -0.939493E+03;  0.000000E+00; -0.939493E+03
  0.597360E+04;  0.101662E+04;  0.152563E+00;  0.000000E+00; -0.905322E+03;  0.000000E+00; -0.905322E+03
  0.597360E+04;  0.101662E+04;  0.154572E+00;  0.000000E+00; -0.905421E+03;  0.000000E+00; -0.905421E+03
  0.586290E+04;  0.103030E+04;  0.154572E+00;  0.000000E+00; -0.899882E+03;  0.000000E+00; -0.899882E+03
  0.575956E+04;  0.105000E+04;  0.154572E+00;  0.000000E+00; -0.895375E+03;  0.000000E+00; -0.895375E+03
  0.573477E+04;  0.104226E+04;  0.141521E+00;  0.000000E+00; -0.894774E+03;  0.000000E+00; -0.894774E+03
  0.559594E+04;  0.105587E+04;  0.510800E-01;  0.000000E+00; -0.892567E+03;  0.000000E+00; -0.892567E+03
  0.552036E+04;  0.106675E+04;  0.735672E-01;  0.000000E+00; -0.889325E+03;  0.000000E+00; -0.889325E+03
  0.540610E+04;  0.108045E+04;  0.607725E-01;  0.000000E+00; -0.888052E+03;  0.000000E+00; -0.888052E+03
  0.537589E+04;  0.107381E+04;  0.107104E+00;  0.000000E+00; -0.889067E+03;  0.000000E+00; -0.889067E+03
  0.543144E+04;  0.107963E+04;  0.102982E+00;  0.000000E+00; -0.888122E+03;  0.000000E+00; -0.888122E+03
  0.563049E+04;  0.108085E+04;  0.102982E+00;  0.000000E+00; -0.888862E+03;  0.000000E+00; -0.888862E+03
  0.562103E+04;  0.110267E+04;  0.102982E+00;  0.000000E+00; -0.887110E+03;  0.000000E+00; -0.887110E+03
  0.558656E+04;  0.111232E+04;  0.102982E+00;  0.000000E+00; -0.886145E+03;  0.000000E+00; -0.886145E+03
  0.551291E+04;  0.112217E+04;  0.102982E+00;  0.000000E+00; -0.885221E+03;  0.000000E+00; -0.885221E+03
  0.556213E+04;  0.111919E+04;  0.151236E+00;  0.000000E+00; -0.887526E+03;  0.000000E+00; -0.887526E+03
  0.556519E+04;  0.111620E+04;  0.864999E-01;  0.000000E+00; -0.885902E+03;  0.000000E+00; -0.885902E+03
  0.561035E+04;  0.112521E+04;  0.124893E+00;  0.000000E+00; -0.885681E+03;  0.000000E+00; -0.885681E+03
  0.569120E+04;  0.112559E+04;  0.124893E+00;  0.000000E+00; -0.886344E+03;  0.000000E+00; -0.886344E+03
  0.573842E+04;  0.114322E+04;  0.112140E+00;  0.000000E+00; -0.885947E+03;  0.000000E+00; -0.885947E+03
  0.572515E+04;  0.113974E+04;  0.112140E+00;  0.000000E+00; -0.885946E+03;  0.000000E+00; -0.885946E+03
  0.571339E+04;  0.116916E+04;  0.112140E+00;  0.000000E+00; -0.884094E+03;  0.000000E+00; -0.884094E+03
  0.559748E+04;  0.114997E+04;  0.112140E+00;  0.000000E+00; -0.884001E+03;  0.000000E+00; -0.884001E+03
  0.546566E+04;  0.115007E+04;  0.957193E-01;  0.000000E+00; -0.883705E+03;  0.000000E+00; -0.883705E+03
  0.544506E+04;  0.115069E+04;  0.957193E-01;  0.000000E+00; -0.883733E+03;  0.000000E+00; -0.883733E+03
  0.548417E+04;  0.113988E+04;  0.952509E-01;  0.000000E+00; -0.884191E+03;  0.000000E+00; -0.884191E+03
  0.551130E+04;  0.114886E+04;  0.952509E-01;  0.000000E+00; -0.883748E+03;  0.000000E+00; -0.883748E+03
  0.536254E+04;  0.116905E+04;  0.724379E-01;  0.000000E+00; -0.883348E+03;  0.000000E+00; -0.883348E+03
  0.545171E+04;  0.117896E+04;  0.144270E+00;  0.000000E+00; -0.883966E+03;  0.000000E+00; -0.883966E+03
  0.556992E+04;  0.119096E+04;  0.144270E+00;  0.000000E+00; -0.882698E+03;  0.000000E+00; -0.882698E+03
  0.549198E+04;  0.119747E+04;  0.144270E+00;  0.000000E+00; -0.882743E+03;  0.000000E+00; -0.882743E+03
  0.540838E+04;  0.121981E+04;  0.144270E+00;  0.000000E+00; -0.882594E+03;  0.000000E+00; -0.882594E+03
  0.546421E+04;  0.119748E+04;  0.695058E-01;  0.000000E+00; -0.881951E+03;  0.000000E+00; -0.881951E+03
  0.553774E+04;  0.122760E+04;  0.695058E-01;  0.000000E+00; -0.881075E+03;  0.000000E+00; -0.881075E+03
  0.552166E+04;  0.122032E+04;  0.695058E-01;  0.000000E+00; -0.881252E+03;  0.000000E+00; -0.881252E+03
  0.556766E+04;  0.123518E+04;  0.695058E-01;  0.000000E+00; -0.880975E+03;  0.000000E+00; -0.880975E+03
  0.554939E+04;  0.124253E+04;  0.166298E+00;  0.000000E+00; -0.881839E+03;  0.000000E+00; -0.881839E+03
  0.557625E+04;  0.124934E+04;  0.672876E-01;  0.000000E+00; -0.880675E+03;  0.000000E+00; -0.880675E+03
  0.549289E+04;  0.125490E+04;  0.731181E-01;  0.000000E+00; -0.880198E+03;  0.000000E+00; -0.880198E+03
  0.541107E+04;  0.125137E+04;  0.137530E+00;  0.000000E+00; -0.881141E+03;  0.000000E+00; -0.881141E+03
  0.550389E+04;  0.127883E+04;  0.137530E+00;  0.000000E+00; -0.879667E+03;  0.000000E+00; -0.879667E+03
  0.555202E+04;  0.128201E+04;  0.133926E+00;  0.000000E+00; -0.879348E+03;  0.000000E+00; -0.879348E+03
  0.558567E+04;  0.126949E+04;  0.133926E+00;  0.000000E+00; -0.879616E+03;  0.000000E+00; -0.879616E+03
  0.546559E+04;  0.128049E+04; -0.175716E-01;  0.000000E+00; -0.882907E+03;  0.000000E+00; -0.882907E+03
  0.542021E+04;  0.127947E+04; -0.127470E-01;  0.000000E+00; -0.882552E+03;  0.000000E+00; -0.882552E+03
  0.536104E+04;  0.126949E+04;  0.889450E-01;  0.000000E+00; -0.880398E+03;  0.000000E+00; -0.880398E+03
  0.536104E+04;  0.128651E+04;  0.889450E-01;  0.000000E+00; -0.880082E+03;  0.000000E+00; -0.880082E+03
  0.528194E+04;  0.130200E+04;  0.654564E-01;  0.000000E+00; -0.880807E+03;  0.000000E+00; -0.880807E+03
  0.528194E+04;  0.129971E+04;  0.974613E-01;  0.000000E+00; -0.880802E+03;  0.000000E+00; -0.880802E+03
  0.531391E+04;  0.130497E+04;  0.974613E-01;  0.000000E+00; -0.880305E+03;  0.000000E+00; -0.880305E+03
  0.541380E+04;  0.130252E+04;  0.114823E+00;  0.000000E+00; -0.879438E+03;  0.000000E+00; -0.879438E+03
  0.546648E+04;  0.132067E+04;  0.121840E+00;  0.000000E+00; -0.878834E+03;  0.000000E+00; -0.878834E+03
