"b1_4"     "a1"     "c1"     "b2_4"     "a2"     "c2"     "Y1_gamma1"     "Y1_gamma2"     "LogPost"     "k1_4"     "k2_4"     "ktype1_4"     "ktype2_4"
-2.93088     114.86     1.67288     0.504189     169.58     1.65452     1.24818     0.00227433     -1364.82     -2.69383     0.837615     0     0
-2.91575     114.86     1.68089     0.674417     187.781     1.65433     3.28094     0.00135175     -1361.75     -2.68108     0.826198     0     0
-2.94272     114.536     1.69948     0.674417     153.036     1.65119     6.15653     0.000436665     -1369.43     -2.63729     1.03697     0     0
-2.86879     114.771     1.70434     0.482993     159.113     1.65119     4.16271     0.00037055     -1369.08     -2.63229     0.827361     0     0
-2.89285     114.482     1.70434     0.461376     162.29     1.70022     1.63896     0.00194133     -1370.38     -2.63229     0.827816     0     0
-2.87609     115.144     1.7151     0.751812     146.774     1.70022     2.37007     0.00225335     -1372.23     -2.71209     0.949764     0     0
-2.91758     115.348     1.70494     0.650631     149.288     1.68473     1.16721     0.00225335     -1367.07     -2.61478     0.700949     0     0
-2.89697     116.29     1.68756     0.633623     153.417     1.68473     2.9901     0.00547038     -1368.02     -2.65654     0.752696     0     0
-2.84702     118.308     1.68843     0.709785     155.581     1.67963     7.69583     0.00127736     -1364.42     -2.58519     1.08025     0     0
-2.84702     118.308     1.69247     0.625572     169.1     1.67499     14.3252     0.00141794     -1369.32     -2.58519     0.930889     0     0
-2.84702     118.554     1.68937     0.537073     156.344     1.63953     2.59268     0.000571159     -1370.98     -2.57882     0.661596     0     0
-2.9089     118.053     1.68884     0.887017     157.196     1.7103     2.59268     0.0039139     -1369.57     -2.60627     1.00459     0     0
-2.91045     118.38     1.6873     0.510546     161.361     1.7016     1.00456     0.0100854     -1370.2     -2.67029     0.649498     0     0
-2.81954     118.053     1.69476     0.488117     173.282     1.62627     1.00456     0.00544629     -1366.1     -2.5292     0.527258     0     0
-2.82622     116.736     1.70339     0.478709     173.899     1.61834     7.06446     0.00429676     -1369     -2.67712     0.813554     0     0
-2.82817     117.852     1.70035     0.650472     185.642     1.62995     4.19917     0.00134241     -1366.87     -2.59655     1.03494     0     0
-2.84856     117.852     1.69655     0.809907     183.274     1.62241     1.50188     0.00338196     -1367.07     -2.66639     0.750308     0     0
-2.85992     118.353     1.69655     0.615198     172.163     1.60385     1.8468     0.00770228     -1369.36     -2.62303     1.09607     0     0
-2.85166     117.04     1.69322     0.632315     175.731     1.65658     5.92672     0.00127919     -1370.43     -2.66397     1.14183     0     0
-2.88604     117.021     1.69326     1.14979     192.965     1.65658     6.26134     0.0046982     -1373.92     -2.5864     1.36809     0     0
-2.88604     117.254     1.69276     0.837331     183.393     1.62495     2.53645     0.00771019     -1366.08     -2.64006     0.980029     0     0
-2.87303     117.433     1.68445     0.736391     184.639     1.62495     0.85743     0.00593011     -1367.88     -2.59803     1.18478     0     0
-2.88689     118.561     1.67329     1.00976     186.615     1.68562     0.85743     0.00489454     -1369.16     -2.62027     1.11495     0     0
-2.92346     118.752     1.66788     0.651764     174.953     1.64772     2.11996     0.00016869     -1377.15     -2.62646     1.16832     0     0
-2.84163     120.049     1.66637     0.535297     179.172     1.66466     3.20929     0.00547814     -1372.18     -2.60541     1.01908     0     0
-2.91924     120.102     1.65586     0.504754     182.901     1.64118     3.17074     0.00236629     -1365.98     -2.69743     0.66877     0     0
-2.91924     121.362     1.65784     0.854217     182.12     1.67857     1.82065     0.00606029     -1372.96     -2.63732     0.729741     0     0
-2.92607     121.597     1.64902     0.779422     183.452     1.64287     0.739352     0.00705901     -1365.16     -2.62439     0.601041     0     0
-2.90714     120.453     1.65755     0.610242     176.752     1.65358     1.3408     0.00214333     -1365.84     -2.69751     0.918305     0     0
-2.87388     118.691     1.65988     0.462945     176.752     1.64358     8.6573     0.00170534     -1363.17     -2.69751     0.664584     0     0
-2.86631     121.911     1.64659     0.328404     167.37     1.70628     4.25843     0.00467066     -1370.93     -2.62786     0.705406     0     0
-2.90269     122.234     1.64381     0.57957     168.738     1.69297     0.616379     0.00183009     -1370.65     -2.6404     0.492896     0     0
