"b1_3"     "a1"     "c1"     "b2_3"     "a2"     "c2"     "Y1_gamma1"     "Y1_gamma2"     "LogPost"     "k1_3"     "k2_3"     "ktype1_3"     "ktype2_3"
-2.09571     114.86     1.67288     0.881425     169.58     1.65452     1.24818     0.00227433     -1364.82     -2.93088     0.504189     0     0
-2.09408     114.86     1.68089     0.955109     187.781     1.65433     3.28094     0.00135175     -1361.75     -2.91575     0.674417     0     0
-2.09408     114.536     1.69948     0.897668     153.036     1.65119     6.15653     0.000436665     -1369.43     -2.94272     0.674417     0     0
-2.08932     114.771     1.70434     0.772757     159.113     1.65119     4.16271     0.00037055     -1369.08     -2.86879     0.482993     0     0
-2.20826     114.482     1.70434     0.687766     162.29     1.70022     1.63896     0.00194133     -1370.38     -2.89285     0.461376     0     0
-2.0459     115.144     1.7151     1.26176     146.774     1.70022     2.37007     0.00225335     -1372.23     -2.87609     0.751812     0     0
-2.11332     115.348     1.70494     0.955264     149.288     1.68473     1.16721     0.00225335     -1367.07     -2.91758     0.650631     0     0
-2.17682     116.29     1.68756     0.653114     153.417     1.68473     2.9901     0.00547038     -1368.02     -2.89697     0.633623     0     0
-2.03926     118.308     1.68843     1.07306     155.581     1.67963     7.69583     0.00127736     -1364.42     -2.84702     0.709785     0     0
-1.99003     118.308     1.69247     0.697152     169.1     1.67499     14.3252     0.00141794     -1369.32     -2.84702     0.625572     0     0
-2.08989     118.554     1.68937     0.669302     156.344     1.63953     2.59268     0.000571159     -1370.98     -2.84702     0.537073     0     0
-2.07481     118.053     1.68884     1.01246     157.196     1.7103     2.59268     0.0039139     -1369.57     -2.9089     0.887017     0     0
-2.09211     118.38     1.6873     0.852232     161.361     1.7016     1.00456     0.0100854     -1370.2     -2.91045     0.510546     0     0
-2.0003     118.053     1.69476     0.863577     173.282     1.62627     1.00456     0.00544629     -1366.1     -2.81954     0.488117     0     0
-1.98261     116.736     1.70339     0.757078     173.899     1.61834     7.06446     0.00429676     -1369     -2.82622     0.478709     0     0
-1.96618     117.852     1.70035     0.757078     185.642     1.62995     4.19917     0.00134241     -1366.87     -2.82817     0.650472     0     0
-2.03935     117.852     1.69655     0.961828     183.274     1.62241     1.50188     0.00338196     -1367.07     -2.84856     0.809907     0     0
-2.02493     118.353     1.69655     0.765023     172.163     1.60385     1.8468     0.00770228     -1369.36     -2.85992     0.615198     0     0
-2.10897     117.04     1.69322     1.09875     175.731     1.65658     5.92672     0.00127919     -1370.43     -2.85166     0.632315     0     0
-2.05144     117.021     1.69326     1.15508     192.965     1.65658     6.26134     0.0046982     -1373.92     -2.88604     1.14979     0     0
-2.0509     117.254     1.69276     0.953101     183.393     1.62495     2.53645     0.00771019     -1366.08     -2.88604     0.837331     0     0
-1.98529     117.433     1.68445     1.42454     184.639     1.62495     0.85743     0.00593011     -1367.88     -2.87303     0.736391     0     0
-2.11065     118.561     1.67329     1.1245     186.615     1.68562     0.85743     0.00489454     -1369.16     -2.88689     1.00976     0     0
-2.02923     118.752     1.66788     0.674318     174.953     1.64772     2.11996     0.00016869     -1377.15     -2.92346     0.651764     0     0
-2.15976     120.049     1.66637     0.860914     179.172     1.66466     3.20929     0.00547814     -1372.18     -2.84163     0.535297     0     0
-2.08246     120.102     1.65586     0.988395     182.901     1.64118     3.17074     0.00236629     -1365.98     -2.91924     0.504754     0     0
-2.13911     121.362     1.65784     0.99709     182.12     1.67857     1.82065     0.00606029     -1372.96     -2.91924     0.854217     0     0
-2.12274     121.597     1.64902     1.04148     183.452     1.64287     0.739352     0.00705901     -1365.16     -2.92607     0.779422     0     0
-1.95139     120.453     1.65755     1.01078     176.752     1.65358     1.3408     0.00214333     -1365.84     -2.90714     0.610242     0     0
-2.06306     118.691     1.65988     0.918529     176.752     1.64358     8.6573     0.00170534     -1363.17     -2.87388     0.462945     0     0
-2.16584     121.911     1.64659     0.999378     167.37     1.70628     4.25843     0.00467066     -1370.93     -2.86631     0.328404     0     0
-2.00222     122.234     1.64381     0.988207     168.738     1.69297     0.616379     0.00183009     -1370.65     -2.90269     0.57957     0     0
-1.98988     123.296     1.64083     0.821524     171.627     1.69297     0.914908     0.0100434     -1372.34     -2.84837     0.551262     0     0
-1.92662     122.607     1.63972     0.975254     188.71     1.63667     0.253554     0.000152264     -1370.22     -2.95679     0.495433     0     0
-1.96424     122.607     1.64473     1.13636     177.945     1.6426     1.69638     0.00128466     -1362.26     -2.87053     0.549915     0     0
-1.92514     122.279     1.64447     1.15097     181.088     1.6581     1.50598     0.00225755     -1370.6     -2.9069     0.640342     0     0
-2.01471     122.279     1.65415     0.959135     189.74     1.62656     2.6143     0.00383162     -1363.87     -2.84387     0.757849     0     0
-2.11886     120.32     1.6597     1.19319     188.844     1.63633     2.63628     0.00256804     -1364.13     -2.88638     0.648205     0     0
-2.04801     122.249     1.64978     1.20256     179.5     1.69588     0.301147     0.00342349     -1366.97     -2.82446     0.649156     0     0
-2.04801     121.392     1.6608     1.281     188.71     1.65076     1.56853     0.00245542     -1366.52     -2.83594     0.549248     0     0
-2.04801     120.491     1.66159     1.18467     159.948     1.69002     0.162704     0.000952744     -1368.8     -2.89678     0.544014     0     0
-2.0216     120.297     1.64381     0.957436     170.903     1.66705     1.82931     0.00335247     -1372.49     -2.90644     0.3211     0     0
-2.11071     121.07     1.64942     1.32123     182.748     1.62195     7.04124     0.00315328     -1374.47     -2.87811     0.654514     0     0
-2.00918     120.259     1.65123     0.855428     156.512     1.67401     0.161449     0.00171792     -1371.56     -2.89267     0.484809     0     0
-2.01516     120.625     1.65551     0.951375     168.656     1.66511     10.2757     0.00046957     -1373.55     -2.87932     0.555485     0     0
-1.97915     119.992     1.65586     0.850505     168.656     1.66511     3.09182     0.00046957     -1367.07     -2.93003     0.633238     0     0
-2.14454     120.699     1.64498     1.15485     186.291     1.66511     13.0079     0.00207049     -1372.39     -2.91601     0.530722     0     0
-1.98967     122.187     1.64498     0.760835     181.963     1.66881     1.0848     0.00207049     -1368.97     -2.92184     0.638765     0     0
-2.20852     122.574     1.63395     0.974434     188.14     1.66024     6.28368     0.00403125     -1369.02     -2.90758     0.471124     0     0
-2.14964     121.812     1.63395     1.01183     193.043     1.59998     2.76213     0.00403125     -1368.71     -2.90201     0.619231     0     0
-1.96024     121.884     1.64417     0.698361     181.372     1.68949     0.972698     0.00180888     -1374.16     -2.88335     0.62382     0     0
-2.03341     121.347     1.63805     0.292925     180.381     1.66192     1.57864     0.00167948     -1371.07     -2.88335     0.561588     0     0
-2.03965     122.094     1.63805     0.707027     158.127     1.68033     1.87617     0.00893474     -1368.82     -2.91721     0.385593     0     0
-2.00942     125.621     1.63986     0.862314     158.127     1.65866     0.857761     0.00221918     -1365.39     -2.82591     0.529384     0     0
-1.98759     126.267     1.63986     0.620029     158.127     1.68451     0.857761     0.0105847     -1371.02     -2.78451     0.3697     0     0
-1.99216     126.904     1.64318     0.612295     160.342     1.66796     3.3102     0.00648715     -1370.75     -2.7629     0.451415     0     0
-1.96051     126.591     1.6557     0.740296     171.915     1.69012     0.3615     0.00564131     -1368.17     -2.82535     0.486428     0     0
-2.02273     125.929     1.65578     0.910306     168.457     1.67125     2.9025     0.008354     -1364.76     -2.82535     0.577993     0     0
-2.02273     124.964     1.65578     0.838985     171.246     1.67125     4.8923     0.000160498     -1361.21     -2.82273     0.611062     0     0
-1.9954     125.071     1.65957     1.05962     159.676     1.67271     0.0245604     0.0148692     -1367.5     -2.8005     0.50995     0     0
-2.0546     124.772     1.6611     0.976075     159.258     1.66932     3.56971     0.00554243     -1368.8     -2.82276     0.542245     0     0
-2.05931     123.771     1.66456     1.07602     160.07     1.66095     5.78969     0.00248068     -1365.04     -2.82114     0.417037     0     0
-1.87089     123.13     1.6664     0.626104     167.208     1.65675     1.06931     0.00421831     -1368.27     -2.78244     0.439977     0     0
-2.18253     122.82     1.66738     0.853519     159.441     1.64564     4.39327     0.0050941     -1371.16     -2.79733     0.421894     0     0
-2.09134     122.82     1.64713     0.746356     175.231     1.65541     1.70641     0.00351376     -1368.26     -2.91447     0.571418     0     0
-2.21409     123.484     1.64555     1.24037     163.025     1.6693     4.66292     4.92881e-05     -1369.63     -2.897     0.792929     0     0
-2.05013     124.507     1.64117     1.11308     166.539     1.67858     10.3376     4.92881e-05     -1368.33     -2.86284     0.679745     0     0
-2.15217     121.795     1.65462     1.06163     178.472     1.64024     3.09953     0.00193369     -1366.56     -2.83057     0.713487     0     0
-1.96948     122.138     1.65462     1.30935     184.792     1.67011     3.84783     0.00290916     -1371.19     -2.90403     0.702706     0     0
-2.10072     122.045     1.64834     0.665856     181.794     1.63982     0.941167     0.000638773     -1368.14     -2.91806     0.608809     0     0
-2.15132     120.525     1.65932     0.88418     183.951     1.67715     4.54445     0.000638773     -1367.65     -2.86637     0.498738     0     0
-2.06974     119.408     1.66779     0.84503     180.235     1.67715     0.497235     0.00202591     -1360.89     -2.91628     0.779092     0     0
-2.00789     118.096     1.66917     0.86437     195.269     1.64134     0.571382     0.00202591     -1366.41     -2.86298     0.801322     0     0
-2.06105     118.096     1.66581     0.982186     195.269     1.60146     4.36374     0.00053073     -1368.45     -2.88818     0.679706     0     0
-2.04667     117.857     1.66581     0.963564     191.681     1.60146     0.292408     0.00610412     -1371.5     -2.89552     0.536432     0     0
-2.11066     116.546     1.66494     0.550691     181.985     1.63354     2.51516     0.000172377     -1365.99     -2.87633     0.393354     0     0
-2.10265     117.277     1.66494     0.632911     185.679     1.645     0.216856     0.00356331     -1368.16     -2.89644     0.430651     0     0
-2.06861     117.061     1.66602     0.694005     187.078     1.62357     0.216856     0.00111803     -1370.08     -2.86652     0.407879     0     0
-1.96736     116.639     1.66894     0.49741     169.238     1.69524     1.04649     0.00244922     -1371.02     -2.84405     0.540484     0     0
-2.07506     118.056     1.66894     0.700153     174.665     1.67191     0.333479     0.00563058     -1367.47     -2.8621     0.450571     0     0
-1.96217     117.531     1.6758     0.984363     178.286     1.67191     0.333479     0.00577462     -1364.02     -2.9006     0.819605     0     0
-1.94019     117.531     1.67629     0.798398     178.286     1.65738     6.49847     0.000120282     -1366.67     -2.91052     0.788971     0     0
-2.05743     118.423     1.6649     0.457099     177.504     1.67687     5.45533     0.000120282     -1364.41     -2.91052     0.565207     0     0
-1.87676     119.629     1.6649     0.51325     172.029     1.65158     1.33457     0.00135093     -1366.2     -2.86132     0.545886     0     0
-1.9718     119.128     1.66368     0.755918     189.032     1.63565     2.28626     0.00994956     -1368.23     -2.85657     0.580557     0     0
-1.9718     120.159     1.66021     0.767092     186.15     1.64107     3.07223     0.001559     -1365.29     -2.87716     0.458042     0     0
-2.0904     119.984     1.66379     0.671642     177.329     1.64037     0.52499     0.0043129     -1362.93     -2.87716     0.593507     0     0
-2.07694     120.385     1.67452     0.936299     189.094     1.61931     4.44002     0.00168823     -1363.9     -2.89183     0.585909     0     0
-1.94335     118.889     1.68206     1.28965     189.094     1.63789     8.05343     0.000663051     -1367.01     -2.85599     0.677722     0     0
-1.96366     119.338     1.69105     1.25414     180.262     1.63789     0.180359     0.000663051     -1370.61     -2.81513     0.914331     0     0
-1.96366     119.44     1.67922     0.805818     198.343     1.63789     0.807205     8.42059e-05     -1369.58     -2.81303     0.588584     0     0
-2.03063     120.168     1.67888     0.800007     197.313     1.62014     2.64739     0.00173596     -1366.96     -2.84278     0.591117     0     0
-2.04505     119.953     1.67888     1.26395     191.422     1.63909     2.35325     0.00173596     -1368.98     -2.8432     0.995237     0     0
-2.123     119.854     1.6787     1.20523     204.268     1.60562     3.64572     0.00282127     -1371.31     -2.87339     0.735252     0     0
-2.05178     120.07     1.67639     1.20947     203.673     1.63121     3.65799     0.00946153     -1373.63     -2.82302     0.672428     0     0
-2.02413     120.45     1.66338     1.25399     212.693     1.62901     10.6838     0.00498979     -1377.58     -2.84152     0.580401     0     0
-2.01504     118.808     1.66284     1.26316     185.858     1.64428     1.04363     0.00042865     -1364.5     -2.922     0.878409     0     0
-2.18861     118.276     1.66276     0.912035     185.858     1.66067     1.08112     0.00700517     -1365.59     -2.89883     0.794121     0     0
-2.17823     119.007     1.65212     1.39702     182.212     1.67169     8.76084     0.000794632     -1373.28     -2.8892     0.630904     0     0
-2.07363     121.485     1.63875     1.19482     186.301     1.6502     7.51121     0.00590745     -1373.22     -2.86412     0.481666     0     0
-2.0406     121.734     1.6405     1.33125     196.699     1.64049     3.83281     0.00116234     -1367.96     -2.90693     0.803936     0     0
-2.02015     121.289     1.64413     1.2908     191.144     1.64049     4.38358     0.0044112     -1365.81     -2.91529     0.712378     0     0
-2.09537     122.499     1.6416     1.06508     179.603     1.675     6.45501     0.00162587     -1366.1     -2.91529     0.638199     0     0
-2.14072     122.397     1.63507     1.06793     169.428     1.65338     4.70186     0.00244692     -1370.18     -2.85532     0.8083     0     0
-2.15806     122.224     1.63558     1.22095     166.333     1.6746     9.71036     0.00518652     -1373.16     -2.89483     0.746207     0     0
-2.01741     123.033     1.63831     1.04856     163.452     1.70229     3.18212     0.00251459     -1370.65     -2.89483     0.823608     0     0
-2.04814     121.176     1.64016     0.680224     164.981     1.71303     1.63283     0.0128567     -1377.89     -2.86703     0.570445     0     0
-2.05701     121.857     1.64104     0.9282     173.847     1.67804     4.35282     0.0047978     -1364.86     -2.90938     0.645052     0     0
-2.00538     122.367     1.66238     0.557095     167.846     1.65345     1.04476     0.00402162     -1368.58     -2.8534     0.56614     0     0
