"b1_2"     "a1"     "c1"     "b2_2"     "a2"     "c2"     "Y1_gamma1"     "Y1_gamma2"     "LogPost"     "k1_2"     "k2_2"     "ktype1_2"     "ktype2_2"
-2.77957     121.362     1.65784     0.74533     182.12     1.67857     1.82065     0.00606029     -1372.96     -2.13911     0.99709     0     0
-2.75377     121.597     1.64902     0.572983     183.452     1.64287     0.739352     0.00705901     -1365.16     -2.12274     1.04148     0     0
-2.92794     120.453     1.65755     0.68884     176.752     1.65358     1.3408     0.00214333     -1365.84     -1.95139     1.01078     0     0
-2.92285     118.691     1.65988     0.516709     176.752     1.64358     8.6573     0.00170534     -1363.17     -2.06306     0.918529     0     0
-3.00368     121.911     1.64659     0.689855     167.37     1.70628     4.25843     0.00467066     -1370.93     -2.16584     0.999378     0     0
-2.95772     122.234     1.64381     0.659525     168.738     1.69297     0.616379     0.00183009     -1370.65     -2.00222     0.988207     0     0
-3.18569     123.296     1.64083     0.702943     171.627     1.69297     0.914908     0.0100434     -1372.34     -1.98988     0.821524     0     0
-2.86763     122.607     1.63972     0.42744     188.71     1.63667     0.253554     0.000152264     -1370.22     -1.92662     0.975254     0     0
-2.92813     122.607     1.64473     0.73841     177.945     1.6426     1.69638     0.00128466     -1362.26     -1.96424     1.13636     0     0
-2.91593     122.279     1.64447     0.707266     181.088     1.6581     1.50598     0.00225755     -1370.6     -1.92514     1.15097     0     0
-2.90812     122.279     1.65415     0.887226     189.74     1.62656     2.6143     0.00383162     -1363.87     -2.01471     0.959135     0     0
-2.77702     120.32     1.6597     0.845864     188.844     1.63633     2.63628     0.00256804     -1364.13     -2.11886     1.19319     0     0
-2.76003     122.249     1.64978     0.81106     179.5     1.69588     0.301147     0.00342349     -1366.97     -2.04801     1.20256     0     0
-2.86141     121.392     1.6608     0.772023     188.71     1.65076     1.56853     0.00245542     -1366.52     -2.04801     1.281     0     0
-2.44843     120.491     1.66159     1.05055     159.948     1.69002     0.162704     0.000952744     -1368.8     -2.04801     1.18467     0     0
-3.15873     120.297     1.64381     0.376482     170.903     1.66705     1.82931     0.00335247     -1372.49     -2.0216     0.957436     0     0
-2.91244     121.07     1.64942     0.938915     182.748     1.62195     7.04124     0.00315328     -1374.47     -2.11071     1.32123     0     0
-3.12679     120.259     1.65123     0.77303     156.512     1.67401     0.161449     0.00171792     -1371.56     -2.00918     0.855428     0     0
-2.93918     120.625     1.65551     0.642108     168.656     1.66511     10.2757     0.00046957     -1373.55     -2.01516     0.951375     0     0
-2.87365     119.992     1.65586     0.45437     168.656     1.66511     3.09182     0.00046957     -1367.07     -1.97915     0.850505     0     0
-2.85489     120.699     1.64498     0.862132     186.291     1.66511     13.0079     0.00207049     -1372.39     -2.14454     1.15485     0     0
-2.47557     122.187     1.64498     0.449863     181.963     1.66881     1.0848     0.00207049     -1368.97     -1.98967     0.760835     0     0
-2.84797     122.574     1.63395     0.790183     188.14     1.66024     6.28368     0.00403125     -1369.02     -2.20852     0.974434     0     0
-2.95273     121.812     1.63395     0.845121     193.043     1.59998     2.76213     0.00403125     -1368.71     -2.14964     1.01183     0     0
-2.60779     121.884     1.64417     0.624749     181.372     1.68949     0.972698     0.00180888     -1374.16     -1.96024     0.698361     0     0
-2.61441     121.347     1.63805     -0.121399     180.381     1.66192     1.57864     0.00167948     -1371.07     -2.03341     0.292925     0     0
-2.68167     122.094     1.63805     0.251538     158.127     1.68033     1.87617     0.00893474     -1368.82     -2.03965     0.707027     0     0
-2.68167     125.621     1.63986     0.434616     158.127     1.65866     0.857761     0.00221918     -1365.39     -2.00942     0.862314     0     0
-2.42272     126.267     1.63986     0.164037     158.127     1.68451     0.857761     0.0105847     -1371.02     -1.98759     0.620029     0     0
-2.44218     126.904     1.64318     0.617889     160.342     1.66796     3.3102     0.00648715     -1370.75     -1.99216     0.612295     0     0
-2.54127     126.591     1.6557     0.745277     171.915     1.69012     0.3615     0.00564131     -1368.17     -1.96051     0.740296     0     0
-2.63308     125.929     1.65578     0.609296     168.457     1.67125     2.9025     0.008354     -1364.76     -2.02273     0.910306     0     0
-2.60109     124.964     1.65578     0.673567     171.246     1.67125     4.8923     0.000160498     -1361.21     -2.02273     0.838985     0     0
-2.80963     125.071     1.65957     1.15807     159.676     1.67271     0.0245604     0.0148692     -1367.5     -1.9954     1.05962     0     0
-2.65356     124.772     1.6611     0.764253     159.258     1.66932     3.56971     0.00554243     -1368.8     -2.0546     0.976075     0     0
-2.66825     123.771     1.66456     0.854077     160.07     1.66095     5.78969     0.00248068     -1365.04     -2.05931     1.07602     0     0
-2.65403     123.13     1.6664     0.362299     167.208     1.65675     1.06931     0.00421831     -1368.27     -1.87089     0.626104     0     0
-2.70555     122.82     1.66738     0.752461     159.441     1.64564     4.39327     0.0050941     -1371.16     -2.18253     0.853519     0     0
-2.72755     122.82     1.64713     0.423217     175.231     1.65541     1.70641     0.00351376     -1368.26     -2.09134     0.746356     0     0
-3.02746     123.484     1.64555     0.96619     163.025     1.6693     4.66292     4.92881e-05     -1369.63     -2.21409     1.24037     0     0
-2.91601     124.507     1.64117     0.896826     166.539     1.67858     10.3376     4.92881e-05     -1368.33     -2.05013     1.11308     0     0
-2.78377     121.795     1.65462     0.839405     178.472     1.64024     3.09953     0.00193369     -1366.56     -2.15217     1.06163     0     0
-2.80567     122.138     1.65462     0.772952     184.792     1.67011     3.84783     0.00290916     -1371.19     -1.96948     1.30935     0     0
-2.81105     122.045     1.64834     0.24347     181.794     1.63982     0.941167     0.000638773     -1368.14     -2.10072     0.665856     0     0
-2.73704     120.525     1.65932     0.42365     183.951     1.67715     4.54445     0.000638773     -1367.65     -2.15132     0.88418     0     0
-2.66735     119.408     1.66779     0.354005     180.235     1.67715     0.497235     0.00202591     -1360.89     -2.06974     0.84503     0     0
-2.67441     118.096     1.66917     0.835817     195.269     1.64134     0.571382     0.00202591     -1366.41     -2.00789     0.86437     0     0
-2.86541     118.096     1.66581     0.763192     195.269     1.60146     4.36374     0.00053073     -1368.45     -2.06105     0.982186     0     0
-2.88684     117.857     1.66581     0.752414     191.681     1.60146     0.292408     0.00610412     -1371.5     -2.04667     0.963564     0     0
-2.9921     116.546     1.66494     0.454232     181.985     1.63354     2.51516     0.000172377     -1365.99     -2.11066     0.550691     0     0
-3.04646     117.277     1.66494     0.312292     185.679     1.645     0.216856     0.00356331     -1368.16     -2.10265     0.632911     0     0
-2.48574     117.061     1.66602     0.360233     187.078     1.62357     0.216856     0.00111803     -1370.08     -2.06861     0.694005     0     0
-2.61831     116.639     1.66894     0.394841     169.238     1.69524     1.04649     0.00244922     -1371.02     -1.96736     0.49741     0     0
-2.41781     118.056     1.66894     0.551491     174.665     1.67191     0.333479     0.00563058     -1367.47     -2.07506     0.700153     0     0
-2.80061     117.531     1.6758     0.305674     178.286     1.67191     0.333479     0.00577462     -1364.02     -1.96217     0.984363     0     0
-2.49701     117.531     1.67629     0.192313     178.286     1.65738     6.49847     0.000120282     -1366.67     -1.94019     0.798398     0     0
-2.573     118.423     1.6649     0.286916     177.504     1.67687     5.45533     0.000120282     -1364.41     -2.05743     0.457099     0     0
-2.61325     119.629     1.6649     -0.0701659     172.029     1.65158     1.33457     0.00135093     -1366.2     -1.87676     0.51325     0     0
-2.55866     119.128     1.66368     0.0695886     189.032     1.63565     2.28626     0.00994956     -1368.23     -1.9718     0.755918     0     0
-2.5274     120.159     1.66021     0.132593     186.15     1.64107     3.07223     0.001559     -1365.29     -1.9718     0.767092     0     0
-2.80605     119.984     1.66379     0.45511     177.329     1.64037     0.52499     0.0043129     -1362.93     -2.0904     0.671642     0     0
-2.70233     120.385     1.67452     0.804241     189.094     1.61931     4.44002     0.00168823     -1363.9     -2.07694     0.936299     0     0
-2.69577     118.889     1.68206     1.01035     189.094     1.63789     8.05343     0.000663051     -1367.01     -1.94335     1.28965     0     0
-2.31749     119.338     1.69105     0.875824     180.262     1.63789     0.180359     0.000663051     -1370.61     -1.96366     1.25414     0     0
-2.75356     119.44     1.67922     0.579825     198.343     1.63789     0.807205     8.42059e-05     -1369.58     -1.96366     0.805818     0     0
-2.43296     120.168     1.67888     0.65472     197.313     1.62014     2.64739     0.00173596     -1366.96     -2.03063     0.800007     0     0
-3.03532     119.953     1.67888     0.842696     191.422     1.63909     2.35325     0.00173596     -1368.98     -2.04505     1.26395     0     0
-2.7902     119.854     1.6787     0.761638     204.268     1.60562     3.64572     0.00282127     -1371.31     -2.123     1.20523     0     0
-3.02717     120.07     1.67639     0.763148     203.673     1.63121     3.65799     0.00946153     -1373.63     -2.05178     1.20947     0     0
-2.74911     120.45     1.66338     0.86806     212.693     1.62901     10.6838     0.00498979     -1377.58     -2.02413     1.25399     0     0
-2.77401     118.808     1.66284     0.730369     185.858     1.64428     1.04363     0.00042865     -1364.5     -2.01504     1.26316     0     0
-2.9009     118.276     1.66276     0.579709     185.858     1.66067     1.08112     0.00700517     -1365.59     -2.18861     0.912035     0     0
-3.12443     119.007     1.65212     0.958682     182.212     1.67169     8.76084     0.000794632     -1373.28     -2.17823     1.39702     0     0
-2.74254     121.485     1.63875     1.0714     186.301     1.6502     7.51121     0.00590745     -1373.22     -2.07363     1.19482     0     0
-3.04749     121.734     1.6405     0.977976     196.699     1.64049     3.83281     0.00116234     -1367.96     -2.0406     1.33125     0     0
-2.98341     121.289     1.64413     0.802011     191.144     1.64049     4.38358     0.0044112     -1365.81     -2.02015     1.2908     0     0
-2.84689     122.499     1.6416     0.802011     179.603     1.675     6.45501     0.00162587     -1366.1     -2.09537     1.06508     0     0
-2.86508     122.397     1.63507     0.747708     169.428     1.65338     4.70186     0.00244692     -1370.18     -2.14072     1.06793     0     0
-2.94448     122.224     1.63558     1.01686     166.333     1.6746     9.71036     0.00518652     -1373.16     -2.15806     1.22095     0     0
-3.05822     123.033     1.63831     0.820321     163.452     1.70229     3.18212     0.00251459     -1370.65     -2.01741     1.04856     0     0
-3.05813     121.176     1.64016     0.811659     164.981     1.71303     1.63283     0.0128567     -1377.89     -2.04814     0.680224     0     0
-2.81934     121.857     1.64104     0.743763     173.847     1.67804     4.35282     0.0047978     -1364.86     -2.05701     0.9282     0     0
-2.81934     122.367     1.66238     0.663884     167.846     1.65345     1.04476     0.00402162     -1368.58     -2.00538     0.557095     0     0
-2.5927     122.757     1.66514     0.864347     167.855     1.63142     1.5795     0.000861226     -1368.42     -2.00251     1.10564     0     0
-2.72646     123.214     1.66359     0.355171     162.461     1.65119     5.33406     0.00441298     -1365.77     -2.0163     0.699986     0     0
-2.88568     123.061     1.66693     1.02792     176.905     1.6488     3.02318     0.00852132     -1369.89     -2.05848     0.846415     0     0
-2.63857     123.061     1.66606     0.459208     181.181     1.60736     6.69162     0.000341409     -1369.62     -1.98907     0.590089     0     0
-2.41887     123.35     1.66744     0.0493898     170.039     1.66734     12.9814     0.000341409     -1367.75     -1.98907     0.424732     0     0
-2.70836     123.432     1.66711     0.209125     165.846     1.66821     13.0729     0.000341409     -1366.09     -2.0308     0.76339     0     0
-2.39869     123.845     1.66254     -0.0354869     176.203     1.6756     5.53699     0.00185838     -1368.73     -1.91916     0.449932     0     0
-2.23422     123.678     1.66988     0.543394     178.555     1.65649     4.66652     0.000580262     -1371.27     -1.96887     0.663354     0     0
-2.26017     125.668     1.66988     -0.0844017     179.89     1.65802     1.66652     0.000580262     -1370.55     -1.95769     0.470239     0     0
-2.68332     127.082     1.66988     0.237071     153.301     1.65003     2.71352     6.71173e-05     -1364.14     -1.91401     0.801273     0     0
-2.51601     126.836     1.66988     -0.327227     155.697     1.63684     3.10916     0.00330578     -1372.86     -1.92964     0.706531     0     0
-2.53045     124.355     1.67158     0.484728     143.897     1.67275     6.58915     0.000479937     -1367.93     -2.00928     0.912676     0     0
-2.63606     124.355     1.67158     0.431078     154.826     1.65106     1.4519     0.000479937     -1362.38     -1.98825     0.640254     0     0
-2.61565     124.419     1.66499     0.424058     169.475     1.67113     0.0671989     0.00349023     -1366.71     -2.09097     0.911096     0     0
-2.70083     123.715     1.6708     0.563835     160.34     1.67676     0.0661095     0.00038966     -1365.37     -2.09097     0.930579     0     0
-2.94284     122.911     1.6708     0.674971     165.657     1.66358     2.82819     0.00493224     -1363.7     -2.03116     0.951667     0     0
-2.8278     123.55     1.67446     0.390669     173.517     1.65697     13.0273     0.00228484     -1370.28     -1.85949     0.891929     0     0
-2.65723     124.957     1.67446     0.558879     159.654     1.66057     6.52518     0.00302664     -1367.13     -1.9541     0.622765     0     0
-2.79323     125.658     1.66792     0.584332     163.617     1.64696     0.853665     0.00774804     -1364.29     -1.95774     1.13433     0     0
-2.59653     125.608     1.6648     0.250064     145.306     1.74326     7.52355     0.00212396     -1373.93     -1.90494     0.870313     0     0
-2.39167     125.252     1.66513     0.0576516     159.006     1.69174     0.789745     0.00426636     -1368.69     -1.90494     0.520602     0     0
-2.63502     125.252     1.66513     0.200191     159.006     1.6978     2.53915     0.00925724     -1368.78     -1.90185     0.802165     0     0
-2.60169     124.202     1.66998     0.669759     174.484     1.6289     1.96217     0.0050831     -1368.56     -1.90185     1.20119     0     0
-2.9808     124.537     1.6675     0.857177     185.003     1.64103     6.37818     0.004013     -1371.72     -2.00019     1.0494     0     0
-2.67776     123.185     1.66945     0.970859     185.003     1.62426     0.133988     0.0147589     -1371.7     -1.98891     1.27387     0     0
-2.5209     123.185     1.66554     0.659817     198.082     1.62426     1.85669     0.00646     -1364.6     -1.94936     1.08844     0     0
-2.70793     122.448     1.65883     0.240107     174.755     1.62153     0.939642     0.00127593     -1367.89     -2.14786     0.82605     0     0
-2.4845     123.731     1.65612     0.416829     168.736     1.70058     2.51551     0.00401417     -1364.14     -1.99855     0.792934     0     0
-2.6444     126.105     1.6585     0.616708     149.83     1.67736     2.10607     0.0088581     -1372.79     -2.08906     0.724324     0     0
-2.86811     126.105     1.65933     0.572328     154.158     1.6795     3.26015     0.00299042     -1366.16     -1.90771     0.98125     0     0
-2.62491     127.055     1.65933     0.320956     161.266     1.65761     1.54133     0.00225819     -1370.37     -1.98903     0.603534     0     0
-2.54382     127.522     1.65114     0.451823     187.688     1.62539     0.503459     0.00464904     -1366.95     -1.99894     0.743569     0     0
-2.3644     128.032     1.65348     0.338046     181.62     1.65151     2.84829     0.00180753     -1364.66     -1.99191     0.633999     0     0
-2.36701     127.542     1.65926     0.353393     178.688     1.65151     2.71354     0.00325566     -1361.42     -2.00141     0.637761     0     0
-2.64463     127.346     1.65926     0.402891     177.712     1.62547     0.400866     0.00224954     -1363.63     -2.0009     0.934198     0     0
-2.67265     127.365     1.65675     0.662403     167.728     1.63279     1.6529     0.00245132     -1370.74     -2.01881     1.18782     0     0
-2.97466     126.671     1.66432     0.766351     156.666     1.65574     4.72244     9.781e-05     -1370.02     -1.93295     1.14421     0     0
-2.78664     126.317     1.66136     0.82026     151.004     1.69934     5.83273     0.00389391     -1370.36     -2.00648     0.748082     0     0
-2.76758     125.581     1.67003     0.400564     151.004     1.66879     0.524953     0.00323893     -1368.26     -2.00648     0.890892     0     0
-2.4844     125.191     1.67296     0.395535     148.483     1.68694     2.87317     0.00444262     -1376.22     -2.00126     0.59395     0     0
-2.58177     125.433     1.66435     0.491702     152.314     1.69628     0.525351     0.000982116     -1365.5     -1.94786     0.771399     0     0
-2.55763     125.433     1.66435     0.358971     151.381     1.71249     1.85352     0.00424641     -1367.72     -1.92119     0.781272     0     0
-2.72744     124.596     1.65811     0.263089     155.651     1.66973     3.3563     0.00342995     -1366.76     -1.95975     0.427683     0     0
-2.64788     123.377     1.67895     0.354512     159.225     1.66973     0.459398     0.00037372     -1369.58     -1.95975     0.568049     0     0
-2.8571     123.015     1.68706     0.576542     156.968     1.66973     16.8261     0.000231064     -1374.4     -2.0066     0.955503     0     0
-2.65284     122.919     1.68706     0.54627     156.074     1.68977     9.18479     0.000281591     -1366.34     -1.96862     0.745281     0     0
-2.44306     124.718     1.68642     0.238322     159.546     1.64142     5.79983     0.00386561     -1373.45     -1.79324     0.672003     0     0
-2.50212     125.252     1.68478     0.0990103     147.779     1.67834     0.621088     0.000206444     -1368.28     -1.94763     0.888513     0     0
-2.80031     123.426     1.6858     0.528702     151.891     1.67758     9.61795     0.00369824     -1367.27     -1.9269     1.00403     0     0
-2.75991     122.275     1.69406     0.573427     161.794     1.64612     11.5166     0.00406148     -1370.67     -2.05851     1.01485     0     0
-2.83971     123.42     1.69362     0.950654     178.82     1.66203     3.96789     0.00154041     -1366.03     -2.00382     1.21332     0     0
-2.81823     123.433     1.69052     0.900682     177.055     1.64955     4.40459     0.00253496     -1368.56     -1.99172     1.43792     0     0
-2.5957     125.46     1.6739     0.90471     163.139     1.65836     1.67763     0.00440668     -1364.26     -2.03222     1.28193     0     0
-2.59681     125.287     1.67671     0.938981     178.097     1.64836     0.922992     0.00942023     -1370.76     -2.05955     1.25444     0     0
-2.59681     123.177     1.67774     0.860914     174.547     1.64836     0.129678     0.00613245     -1363.49     -1.99101     1.02293     0     0
-2.67673     123.73     1.66178     1.10064     176.186     1.65947     0.129678     0.0057615     -1367.68     -2.10147     1.18742     0     0
-3.02713     123.73     1.65384     0.615817     182.574     1.63164     1.63393     0.00113188     -1365.93     -2.07348     0.693673     0     0
-2.73627     123.734     1.65002     0.468387     191.698     1.59964     4.10394     0.00187973     -1369.54     -2.07348     0.7884     0     0
-2.62377     125.926     1.6448     0.690451     203.744     1.65093     0.760318     0.00574715     -1371.65     -2.07813     0.959186     0     0
-2.62339     123.648     1.66794     0.830575     198.722     1.642     2.31475     0.00574715     -1364.83     -2.04775     0.986191     0     0
-2.64514     123.906     1.67508     0.470405     195.837     1.59019     1.01062     0.00719271     -1369.79     -1.97687     1.22048     0     0
-2.65855     122.629     1.675     0.61856     196.122     1.65377     0.752175     0.000737249     -1370.07     -1.97687     0.736854     0     0
-2.29384     122.629     1.66384     0.210406     185.553     1.63346     6.3893     0.00520957     -1367.51     -1.9053     0.719969     0     0
-2.66105     124.115     1.66314     0.570296     175.606     1.62486     11.8494     0.00303038     -1369.42     -1.9621     0.88022     0     0
-2.72923     121.832     1.66179     0.715679     191.457     1.60969     3.07787     0.00158003     -1365.87     -1.97214     0.960295     0     0
-3.00904     122.092     1.66179     0.553971     184.875     1.67114     1.57908     0.000251497     -1366.73     -2.1071     0.904543     0     0
-2.66554     121.658     1.6601     0.277004     184.875     1.65805     4.00446     0.00140412     -1367.68     -1.95476     0.920894     0     0
-2.7781     122.485     1.6601     0.276947     184.875     1.66211     7.65214     0.0024678     -1363.89     -1.96742     0.599784     0     0
-2.70974     122.457     1.6601     0.488918     179.522     1.62828     1.83727     0.00587276     -1364.89     -2.13329     0.908332     0     0
-2.94133     121.672     1.65559     0.694982     188.178     1.62828     0.832407     0.0028064     -1364.92     -2.13329     1.00515     0     0
-2.96149     121.194     1.64649     0.694982     188.635     1.66819     4.06823     0.00275335     -1369.55     -2.04534     1.21467     0     0
-2.85524     121.452     1.64776     0.971725     188.635     1.65788     0.443191     0.00435997     -1364.04     -2.01058     1.01656     0     0
-2.94358     123.34     1.64776     0.725785     176.885     1.70234     2.91078     0.00060594     -1369.26     -2.04806     0.893639     0     0
-2.78906     124.042     1.64455     1.00929     176.333     1.64482     0.644527     0.00492378     -1366.81     -2.09805     1.0037     0     0
-2.63066     125.002     1.64538     0.47526     192.844     1.6228     3.13987     0.001844     -1364.82     -2.0483     0.878783     0     0
-2.79513     126.476     1.64251     0.454123     179.061     1.62562     0.271054     0.00725088     -1368.42     -1.99568     0.54322     0     0
-2.71339     124.121     1.65494     0.734363     190.314     1.63635     2.97597     0.000358764     -1365.64     -2.03141     1.15446     0     0
-2.71593     122.7     1.65236     0.372133     185.843     1.66664     0.0925469     0.0043781     -1363.9     -2.05988     0.640014     0     0
-2.63295     122.827     1.65422     -0.0673548     173.076     1.66624     5.41626     0.000794269     -1368.64     -2.00105     0.716989     0     0
-2.73264     122.132     1.66123     0.24228     180.283     1.66624     1.26555     0.00552664     -1362.99     -1.91922     0.942088     0     0
-2.7599     120.848     1.6686     0.430489     183.25     1.65014     2.74438     0.00234048     -1365.78     -2.06911     0.923555     0     0
-2.64825     119.157     1.68263     0.733762     173.418     1.6651     0.0649692     0.00865246     -1364.72     -2.06911     0.694515     0     0
-2.50671     119.397     1.68408     0.660079     173.418     1.68102     0.135396     0.00899648     -1368.69     -2.00125     0.821837     0     0
-2.50039     120.314     1.68408     0.278803     159.276     1.659     5.70782     0.00323164     -1370.12     -1.9794     0.772803     0     0
-2.64298     118.435     1.67991     -0.0499727     159.807     1.6915     6.37486     0.00689016     -1367.9     -2.00665     0.594951     0     0
-2.7036     118.435     1.68255     0.229114     162.988     1.68704     0.614848     0.0119559     -1366.48     -2.00665     0.78988     0     0
-2.67533     119.386     1.67707     0.42119     173.557     1.65313     0.17508     0.00716407     -1367.78     -2.00665     0.81952     0     0
-2.15667     119.891     1.67707     0.585856     182.004     1.63939     1.7654     0.01009     -1375.29     -2.00665     1.06822     0     0
-2.70548     120.559     1.67061     0.751602     185.102     1.63939     5.9269     0.00162664     -1370.06     -2.05098     1.04494     0     0
-2.89828     121.313     1.67049     1.09694     207.013     1.62517     6.68691     0.000378721     -1366.69     -2.131     1.23574     0     0
-2.8524     123.052     1.65301     0.881089     193.99     1.64776     2.23651     0.000378721     -1363.39     -2.03562     1.17764     0     0
-2.6676     123.85     1.6439     0.510455     186.505     1.61719     2.1245     0.000378721     -1369.32     -2.03562     1.13377     0     0
-2.56825     125.677     1.64239     0.510455     173.693     1.68907     1.26842     0.00545284     -1367.14     -2.07069     0.850554     0     0
-2.83241     123.849     1.65498     0.569959     177.96     1.63052     5.80143     0.00189637     -1371.14     -1.97055     0.883286     0     0
-2.66674     121.446     1.64665     0.745739     197.013     1.63052     4.58587     0.00189637     -1367.59     -1.97055     0.982091     0     0
-2.74129     121.587     1.65163     1.0692     191.912     1.63052     8.1483     0.000869332     -1367.02     -2.07988     1.07629     0     0
-2.92881     121.274     1.65441     1.04277     207.866     1.66613     2.33985     0.00138417     -1371.12     -2.06091     1.50888     0     0
-2.53555     122.989     1.65497     0.323084     206.61     1.61471     1.15957     0.00154394     -1366.71     -2.00886     0.88921     0     0
-2.97878     125.013     1.65094     0.299647     184.872     1.61255     0.172923     0.00145635     -1366.29     -1.87837     0.748526     0     0
-2.69051     124.811     1.64246     0.640222     206.435     1.5841     9.69746     0.00375815     -1376.31     -2.08046     0.986373     0     0
-2.68934     128.208     1.63671     0.839784     188.031     1.61593     0.323155     0.00156859     -1369     -1.91419     1.11788     0     0
-2.65647     128.81     1.63031     0.549095     196.688     1.61593     7.25718     0.00308626     -1379.12     -2.00437     1.21386     0     0
-2.81583     131.122     1.63733     1.10338     177.759     1.69599     2.1368     0.0154593     -1373.16     -1.87172     1.10233     0     0
-2.71215     129.666     1.63733     0.585467     182.551     1.6501     5.26841     0.00173855     -1367.78     -2.01695     0.736322     0     0
-2.88528     127.633     1.63733     1.0584     174.096     1.6498     1.47845     0.00237055     -1369.18     -1.96463     0.965756     0     0
-2.70755     126.585     1.6435     0.293924     191.487     1.61141     2.13138     0.00821681     -1368.17     -1.94018     0.823352     0     0
-2.70306     127.652     1.63746     0.354722     192.14     1.64064     5.93148     0.011245     -1372.34     -1.95117     0.829227     0     0
-2.57311     129.094     1.63331     0.548764     184.227     1.65951     1.2065     0.00503214     -1367     -1.96949     0.974977     0     0
-2.85107     129.581     1.63331     0.291686     189.888     1.63991     1.12709     0.00602384     -1372.29     -1.99747     0.753272     0     0
-2.43834     129.546     1.63724     0.518445     193.159     1.62621     0.367516     0.0024076     -1365     -1.96468     0.913879     0     0
-2.62423     129.536     1.63724     0.740607     186.332     1.65638     2.23994     0.00302372     -1365.26     -1.90686     0.909845     0     0
-2.51934     129.536     1.63678     0.625     186.047     1.63957     0.613599     0.00409704     -1367.43     -1.87526     0.82118     0     0
-2.75699     128.537     1.63398     0.541814     197.867     1.6343     0.0784869     0.000860912     -1369.45     -2.16081     1.01431     0     0
-2.50348     126.941     1.64341     0.765676     205.126     1.60871     2.30073     0.000766003     -1374.56     -2.11644     1.01709     0     0
-2.61605     126.555     1.64341     0.657321     206.256     1.62984     0.0730889     0.00980037     -1376.98     -2.11644     0.694702     0     0
-2.93222     127.159     1.64376     1.07702     176.95     1.63754     7.21086     0.00438715     -1372.77     -2.11644     1.10789     0     0
-2.94432     127.781     1.63267     0.640687     191.268     1.6404     0.275129     0.0011243     -1369.34     -2.00266     0.986886     0     0
