"h" "inf" "sup" "maxpost" "period"
"507" 1.06 529.05 1227.64 889.98 1
"508" 1.07 542.39 1231.32 891.24 1
"509" 1.08 552.96 1247.49 892.5 1
"510" 1.09 562.68 1230.43 893.76 1
"511" 1.1 538.44 1232.74 895.02 1
"512" 1.11 536.79 1235.25 896.28 1
"513" 1.12 547.98 1235.25 897.54 1
"514" 1.13 537.4 1237.14 898.81 1
"515" 1.14 558.24 1244.73 900.07 1
"516" 1.15 543.08 1234.89 901.34 1
"517" 1.16 554.85 1249.28 902.6 1
"518" 1.17 547.94 1243.97 903.87 1
"519" 1.18 554.58 1250.46 905.13 1
"520" 1.19 553.84 1241.55 906.4 1
"521" 1.2 572.28 1249.67 907.67 1
"522" 1.21 555.41 1257.01 908.94 1
"523" 1.22 570.44 1248.73 910.21 1
"524" 1.23 559.69 1253.82 911.48 1
"525" 1.24 566.32 1251 912.75 1
"526" 1.25 574.96 1272.1 914.02 1
"527" 1.26 570.23 1251.02 915.29 1
"528" 1.27 555.62 1260.09 916.57 1
"529" 1.28 573.6 1256.32 917.84 1
"530" 1.29 578.74 1257.29 919.11 1
"531" 1.3 558.74 1271.57 920.39 1
"532" 1.31 585.62 1266.01 921.67 1
"533" 1.32 591.14 1259.01 922.94 1
"534" 1.33 567.38 1271.45 924.22 1
"535" 1.34 581.97 1262.52 925.5 1
"536" 1.35 584.34 1262.22 926.78 1
"537" 1.36 575.32 1269.86 928.06 1
"538" 1.37 574.67 1291.38 929.34 1
"539" 1.38 585.03 1266.05 930.62 1
"540" 1.39 600.45 1267.56 931.9 1
"541" 1.4 592.5 1260.73 933.18 1
"542" 1.41 591.47 1269.95 934.47 1
"543" 1.42 585.36 1283.65 935.75 1
"544" 1.43 582.52 1271.15 937.03 1
"545" 1.44 586.66 1284.04 938.32 1
"546" 1.45 590.64 1280.14 939.61 1
"547" 1.46 605.81 1279.57 940.89 1
"548" 1.47 595.43 1261.65 942.18 1
"549" 1.48 624.13 1279.44 943.47 1
"550" 1.49 599.06 1295.28 944.76 1
"551" 1.5 607.69 1291.51 946.05 1
"552" 1.51 616.39 1283.84 947.34 1
"553" 1.52 606.75 1299.34 948.63 1
"554" 1.53 612.73 1284.02 949.92 1
"555" 1.54 621.6 1298.77 951.21 1
"556" 1.55 625.97 1297.27 952.5 1
"557" 1.56 627.05 1290.46 953.8 1
"558" 1.57 626.73 1299.84 955.09 1
"559" 1.58 641.64 1285.96 956.39 1
"560" 1.59 629.09 1301.31 957.68 1
"561" 1.6 623.86 1299.93 958.98 1
"562" 1.61 629.93 1299.79 960.28 1
"563" 1.62 645.13 1301.27 961.58 1
"564" 1.63 633.12 1304.51 962.87 1
"565" 1.64 642.61 1315.76 964.17 1
"566" 1.65 635.34 1298.56 965.47 1
"567" 1.66 634.9 1319.05 966.77 1
"568" 1.67 644.09 1303.93 968.08 1
"569" 1.68 638.94 1317.53 969.38 1
"570" 1.69 664.3 1319.71 970.68 1
"571" 1.7 661.82 1307.96 971.99 1
"572" 1.71 659.31 1315.2 973.29 1
"573" 1.72 659.68 1311.95 974.59 1
"574" 1.73 648.63 1328.62 975.9 1
"575" 1.74 665.9 1314.31 977.21 1
"576" 1.75 662.04 1322.29 978.51 1
"577" 1.76 669.89 1328.26 979.82 1
"578" 1.77 658.94 1319.73 981.13 1
"579" 1.78 666.87 1319.46 982.44 1
"580" 1.79 674.02 1314.02 983.75 1
"581" 1.8 674.32 1334.49 985.06 1
"582" 1.81 675.12 1333.77 986.37 1
"583" 1.82 697.56 1340.91 987.68 1
"584" 1.83 682.34 1331.11 989 1
"585" 1.84 696.37 1330.48 990.31 1
"586" 1.85 684.52 1334.4 991.63 1
"587" 1.86 687.55 1331.64 992.94 1
"588" 1.87 700.87 1339.84 994.26 1
"589" 1.88 695.89 1336.24 995.57 1
"590" 1.89 705.09 1340.78 996.89 1
"591" 1.9 713.47 1340.18 998.21 1
"592" 1.91 713.19 1345.49 999.53 1
"593" 1.92 711.79 1347.89 1000.85 1
"594" 1.93 721.98 1358.29 1002.17 1
"595" 1.94 726 1347.99 1003.49 1
"596" 1.95 724.56 1345.33 1004.81 1
"597" 1.96 733.27 1364.54 1006.13 1
"598" 1.97 742.29 1352.55 1007.45 1
"599" 1.98 743.59 1357.89 1008.78 1
"600" 1.99 742.03 1347.07 1010.1 1
"601" 2 739.01 1351.62 1011.42 1
"602" 2.01 750.15 1371.48 1012.75 1
"603" 2.02 750.07 1368.23 1014.08 1
"604" 2.03 760.95 1372.38 1015.4 1
"605" 2.04 751.55 1373.23 1016.73 1
"606" 2.05 745.78 1355.08 1018.06 1
"607" 2.06 760.35 1368.88 1019.39 1
"608" 2.07 752.59 1369.52 1020.72 1
"609" 2.08 771.02 1375.81 1022.05 1
"610" 2.09 778.99 1387.74 1023.38 1
"611" 2.1 776.29 1374.35 1024.71 1
"612" 2.11 777.19 1367.44 1026.04 1
"613" 2.12 777.77 1383.48 1027.38 1
"614" 2.13 780.7 1376.23 1028.71 1
"615" 2.14 780.54 1387.46 1030.05 1
"616" 2.15 781.47 1383.3 1031.38 1
"617" 2.16 796.39 1378.66 1032.72 1
"618" 2.17 790.06 1371.07 1034.05 1
"619" 2.18 799.92 1388.78 1035.39 1
