"b1_4"     "a1"     "c1"     "b2_4"     "a2"     "c2"     "b3"     "a3"     "c3"     "Y1_gamma1"     "Y1_gamma2"     "LogPost"     "k1_11"     "k2_11"     "k3_11"     "ktype1_11"     "ktype2_11"     "ktype3_11"
-3.24326     19.2372     1.65983     -2.16742     100.139     1.79744     8.36287     106.091     1.69705     145.474     0.0049301     -2206.6     -4.90662     -1.76313     8.36287     0     3     0
-6.7323     14.7106     1.66297     -2.22774     100.608     1.79791     8.30541     77.6545     1.66544     138.352     0.0019575     -2207.85     -5.06987     -1.8673     8.30541     0     3     0
-7.49887     21.9666     1.66762     -2.21772     100.55     1.80186     8.27034     95.3334     1.66131     128.313     0.00417303     -2205.79     -4.68536     -1.80662     8.27034     0     3     0
-4.36445     23.0394     1.66762     -2.21772     100.19     1.80137     8.28717     119.361     1.64102     133.733     0.00578677     -2209.43     -4.96494     -1.42553     8.28717     0     3     0
-7.19587     23.0394     1.65068     -2.16399     100.584     1.7981     8.35955     114.453     1.64325     126.022     0.00158015     -2197.79     -4.50499     -1.72178     8.35955     0     3     0
-7.96086     18.0399     1.65368     -2.21364     101.511     1.79328     8.39831     101.474     1.65428     122.679     0.00530552     -2208.08     -4.4382     -1.99407     8.39831     0     3     0
-5.35422     16.8134     1.67295     -2.08003     101.531     1.79428     8.57617     159.334     1.65275     142.602     0.00120917     -2208.33     -4.5622     -2.03079     8.57617     0     3     0
-5.57706     16.4741     1.66457     -2.24738     100.616     1.7939     8.44831     143.37     1.65905     129.186     0.00269472     -2207.62     -4.37999     -2.12926     8.44831     0     3     0
-4.56357     19.268     1.64439     -2.39637     101.319     1.79144     7.94745     44.0716     1.66343     149.382     0.00152884     -2204.83     -4.78589     -1.85626     7.94745     0     3     0
-7.71727     20.6873     1.66613     -2.06284     103.935     1.78487     7.78691     107.108     1.68512     144.078     0.00185424     -2210.96     -4.63493     -1.8082     7.78691     0     3     0
-7.17434     18.7707     1.67305     -2.23707     102.848     1.78887     8.2004     67.9038     1.67603     140.198     0.00161318     -2201.25     -4.5203     -1.91769     8.2004     0     3     0
-4.95916     17.0598     1.655     -2.43463     102.154     1.79     8.2004     51.4798     1.65571     134.814     0.00370401     -2207.51     -4.74138     -1.94732     8.2004     0     3     0
-8.11617     19.6865     1.65623     -2.43463     102.154     1.7891     8.12377     64.5624     1.65709     139.938     0.00370401     -2204.92     -4.90743     -1.65761     8.12377     0     3     0
-7.43615     17.9274     1.6425     -2.43463     101.248     1.78706     7.82049     53.0638     1.70171     144.979     0.00247611     -2212.37     -4.34172     -2.02094     7.82049     0     3     0
-5.48218     19.5587     1.67121     -2.2512     101.972     1.78706     7.85484     79.9387     1.66228     142.519     0.00075899     -2201.24     -4.72996     -1.83267     7.85484     0     3     0
-8.13751     19.4536     1.64282     -2.2512     101.966     1.78729     8.17834     96.9941     1.66228     142.519     0.00227425     -2201.94     -4.44595     -1.94594     8.17834     0     3     0
-3.27262     15.9193     1.6902     -2.18145     102.127     1.78317     7.35336     82.421     1.69569     150.402     0.00242834     -2210.68     -4.59814     -2.09103     7.35336     0     3     0
-6.05362     18.5388     1.67893     -2.311     102.252     1.78386     7.86314     91.3769     1.66613     143.576     0.0035716     -2204.16     -4.50309     -1.94196     7.86314     0     3     0
-9.26524     16.1046     1.65872     -2.30722     102.434     1.78251     8.3094     110.728     1.66613     147.835     0.000459242     -2206.09     -4.93861     -1.8727     8.3094     0     3     0
-5.98961     16.7044     1.66902     -2.33368     102.591     1.77971     7.96436     87.3745     1.65715     142.179     0.00203344     -2208.1     -4.91044     -1.85561     7.96436     0     3     0
-7.92296     16.7044     1.65836     -2.33368     103.37     1.78012     8.06554     68.9498     1.6565     155.696     0.00524372     -2210.48     -4.67648     -2.13772     8.06554     0     3     0
-5.46917     17.0816     1.63524     -2.17785     103.221     1.77994     8.07015     113.307     1.67579     128.931     0.00338385     -2201.38     -4.57097     -2.03104     8.07015     0     3     0
-8.68859     17.9922     1.64965     -2.17785     102.983     1.78896     7.36008     59.8579     1.67089     131.711     0.000200235     -2204.04     -4.65295     -1.92602     7.36008     0     3     0
-6.24784     17.9922     1.64781     -2.25342     103.015     1.78793     7.59963     77.3079     1.68069     131.595     0.00367906     -2202.67     -4.60695     -1.93148     7.59963     0     3     0
