Pos;Ech;Form;prior;lkh;H;post
  0.600000E+04;  0.100000E+04;  0.000000E+00;  0.690499E+00; -0.465764E+03;  0.000000E+00; -0.465073E+03
  0.597360E+04;  0.101662E+04;  0.303435E-02;  0.690384E+00; -0.463065E+03;  0.000000E+00; -0.462374E+03
  0.597360E+04;  0.101662E+04;  0.351354E-02;  0.690345E+00; -0.463036E+03;  0.000000E+00; -0.462345E+03
  0.586290E+04;  0.103030E+04;  0.634631E-02;  0.689996E+00; -0.458426E+03;  0.000000E+00; -0.457736E+03
  0.582259E+04;  0.104933E+04;  0.467982E-02;  0.690226E+00; -0.456446E+03;  0.000000E+00; -0.455756E+03
  0.575268E+04;  0.105368E+04;  0.962371E-02;  0.689342E+00; -0.454769E+03;  0.000000E+00; -0.454080E+03
  0.581892E+04;  0.103423E+04;  0.774292E-02;  0.689750E+00; -0.457070E+03;  0.000000E+00; -0.456380E+03
  0.576702E+04;  0.103282E+04;  0.123299E-01;  0.688599E+00; -0.455943E+03;  0.000000E+00; -0.455254E+03
  0.568806E+04;  0.102573E+04;  0.166595E-01;  0.687030E+00; -0.454908E+03;  0.000000E+00; -0.454221E+03
  0.564681E+04;  0.103351E+04;  0.158030E-01;  0.687378E+00; -0.454062E+03;  0.000000E+00; -0.453375E+03
  0.558563E+04;  0.104135E+04;  0.142668E-01;  0.687955E+00; -0.453201E+03;  0.000000E+00; -0.452513E+03
  0.558930E+04;  0.105280E+04;  0.158794E-01;  0.687347E+00; -0.452822E+03;  0.000000E+00; -0.452134E+03
  0.565583E+04;  0.107588E+04;  0.150025E-01;  0.687686E+00; -0.452604E+03;  0.000000E+00; -0.451917E+03
  0.561261E+04;  0.107436E+04;  0.186038E-01;  0.686173E+00; -0.452277E+03;  0.000000E+00; -0.451591E+03
  0.535073E+04;  0.106697E+04;  0.174559E-01;  0.686691E+00; -0.452185E+03;  0.000000E+00; -0.451498E+03
  0.538970E+04;  0.105534E+04;  0.171258E-01;  0.686833E+00; -0.452341E+03;  0.000000E+00; -0.451655E+03
  0.544169E+04;  0.108652E+04;  0.154521E-01;  0.687515E+00; -0.451453E+03;  0.000000E+00; -0.450765E+03
  0.552748E+04;  0.107536E+04;  0.189213E-01;  0.686024E+00; -0.451829E+03;  0.000000E+00; -0.451143E+03
  0.550328E+04;  0.107525E+04;  0.195404E-01;  0.685727E+00; -0.451778E+03;  0.000000E+00; -0.451092E+03
