X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.520000E+00   0.520000E+00   0.708000E+03   0.708000E+03   0.702472E+03   0.552784E+01   0.155957E+00
   0.350000E+00   0.350000E+00   0.621000E+03   0.621000E+03   0.633048E+03  -0.120483E+02  -0.387456E+00
   0.235000E+01   0.235000E+01   0.181500E+04   0.181500E+04   0.187911E+04  -0.641148E+02  -0.706032E+00
   0.218000E+01   0.218000E+01   0.169700E+04   0.169700E+04   0.172694E+04  -0.299354E+02  -0.352568E+00
   0.258000E+01   0.258000E+01   0.208600E+04   0.208600E+04   0.209670E+04  -0.107017E+02  -0.102544E+00
   0.209000E+01   0.209000E+01   0.160200E+04   0.160200E+04   0.164945E+04  -0.474514E+02  -0.591985E+00
   0.114000E+01   0.114000E+01   0.979000E+03   0.979000E+03   0.981463E+03  -0.246347E+01  -0.502783E-01
   0.100000E+00   0.100000E+00   0.551000E+03   0.551000E+03   0.536323E+03   0.146774E+02   0.531899E+00
   0.325000E+01   0.325000E+01   0.286700E+04   0.286700E+04   0.280254E+04   0.644568E+02   0.449425E+00
   0.188000E+01   0.188000E+01   0.152000E+04   0.152000E+04   0.147729E+04   0.427145E+02   0.561656E+00
   0.200000E+01   0.200000E+01   0.159000E+04   0.159000E+04   0.157416E+04   0.158378E+02   0.132772E+00
   0.196000E+01   0.196000E+01   0.157500E+04   0.157500E+04   0.154142E+04   0.335812E+02   0.426146E+00
   0.220000E+01   0.220000E+01   0.175500E+04   0.175500E+04   0.174445E+04   0.105528E+02   0.120184E+00
   0.260000E+01   0.260000E+01   0.226000E+04   0.226000E+04   0.211624E+04   0.143759E+03   0.127156E+01
   0.256000E+01   0.256000E+01   0.214800E+04   0.214800E+04   0.207726E+04   0.707397E+02   0.658295E+00
   0.276000E+01   0.276000E+01   0.228000E+04   0.228000E+04   0.227603E+04   0.396915E+01   0.232056E-01
   0.272000E+01   0.272000E+01   0.227000E+04   0.227000E+04   0.223551E+04   0.344917E+02   0.303725E+00
   0.250000E+01   0.250000E+01   0.211000E+04   0.211000E+04   0.201953E+04   0.904742E+02   0.857108E+00
   0.246000E+01   0.246000E+01   0.197000E+04   0.197000E+04   0.198153E+04  -0.115311E+02  -0.116996E+00
   0.385000E+01   0.385000E+01   0.356000E+04   0.356000E+04   0.351945E+04   0.405476E+02   0.227690E+00
   0.386000E+01   0.386000E+01   0.365000E+04   0.365000E+04   0.353205E+04   0.117954E+03   0.646035E+00
   0.386000E+01   0.386000E+01   0.357000E+04   0.357000E+04   0.353205E+04   0.379538E+02   0.212528E+00
   0.386000E+01   0.386000E+01   0.362000E+04   0.362000E+04   0.353205E+04   0.879538E+02   0.485713E+00
   0.195000E+01   0.195000E+01   0.152000E+04   0.152000E+04   0.153330E+04  -0.133029E+02  -0.174915E+00
   0.189000E+01   0.189000E+01   0.144000E+04   0.144000E+04   0.148520E+04  -0.452024E+02  -0.627339E+00
   0.187000E+01   0.187000E+01   0.139000E+04   0.139000E+04   0.146940E+04  -0.793975E+02  -0.114150E+01
   0.142000E+01   0.142000E+01   0.116200E+04   0.116200E+04   0.114614E+04   0.158555E+02   0.272676E+00
   0.158000E+01   0.158000E+01   0.126300E+04   0.126300E+04   0.125365E+04   0.934914E+01   0.147931E+00
