"b1_4"     "a1"     "c1"     "b2_4"     "a2"     "c2"     "b3"     "a3"     "c3"     "Y1_gamma1"     "Y1_gamma2"     "LogPost"     "k1_11"     "k2_11"     "k3_11"     "ktype1_11"     "ktype2_11"     "ktype3_11"
-6.28297     20.8601     1.62399     -1.4108     171.311     1.63387     8.34917     93.7262     1.63298     79.0244     0.00234193     -1931.1     -5.09091     -0.144418     8.34917     0     3     0
-4.59105     23.7649     1.60913     -1.4592     171.24     1.63387     8.46532     80.0382     1.69089     83.4347     9.356e-05     -1937.04     -4.55919     -0.320708     8.46532     0     3     0
-4.83306     39.3312     1.60348     -1.49412     171.416     1.63316     8.21785     70.3661     1.67627     75.5289     0.00187303     -1937.66     -4.41691     0.149955     8.21785     0     3     0
-4.46592     34.5437     1.6231     -1.51448     172.481     1.62963     8.3727     88.5254     1.69499     83.9053     0.00187303     -1929     -4.6085     0.0851018     8.3727     0     3     0
-3.80996     26.7974     1.58964     -1.45055     171.633     1.63093     8.06218     70.5552     1.71135     103.356     0.000189702     -1935.22     -4.48323     -0.310111     8.06218     0     3     0
-2.87145     11.4335     1.62251     -1.43852     170.603     1.62974     8.58347     83.4207     1.6831     92.011     0.000189702     -1937.34     -4.23055     -1.12587     8.58347     0     3     0
-3.89997     21.3582     1.62379     -1.56909     169.323     1.63107     7.73507     68.7372     1.6831     82.9108     0.00482359     -1935.23     -4.23055     -0.580959     7.73507     0     3     0
-3.21295     29.9923     1.60304     -1.44681     169.896     1.63103     7.86683     52.8543     1.68691     92.1748     0.000386269     -1934.05     -4.95217     -0.0146889     7.86683     0     3     0
-5.56889     20.2467     1.59446     -1.50859     171.574     1.63137     8.16198     57.9638     1.63662     83.6362     0.000613017     -1935.84     -4.33762     -0.581619     8.16198     0     3     0
-6.55389     26.1731     1.62272     -1.46273     170.705     1.63137     7.89315     54.5581     1.70322     89.1704     0.00281186     -1933.89     -3.56961     -0.643458     7.89315     0     3     0
-4.61844     25.619     1.6018     -1.38811     173.089     1.62855     8.04596     60.7446     1.63026     80.0369     0.00366438     -1938.44     -4.21291     -0.419953     8.04596     0     3     0
-3.02053     36.3494     1.62986     -1.42022     172.699     1.63007     8.2797     107.767     1.68434     92.3525     0.0094532     -1941.11     -4.92852     0.424679     8.2797     0     3     0
-3.12623     26.6631     1.62986     -1.42022     172.474     1.63007     8.2681     72.428     1.66881     80.7958     0.00227357     -1929.01     -4.79336     -0.0572599     8.2681     0     3     0
-4.82338     31.5616     1.62782     -1.51325     168.596     1.63472     8.25887     14.9846     1.69764     78.939     0.00266078     -1941.33     -3.9332     -0.289798     8.25887     0     3     0
-4.09046     19.4225     1.62198     -1.47898     167.73     1.63488     8.05943     79.5168     1.63422     75.9518     0.00142191     -1932.96     -5.47269     -0.169946     8.05943     0     3     0
-5.3923     23.7217     1.58534     -1.52243     167.73     1.63889     8.36343     86.357     1.7045     80.3877     0.00160848     -1938.56     -4.65479     -0.482936     8.36343     0     3     0
-4.17114     38.4209     1.6297     -1.44128     168.212     1.63956     8.88673     120.005     1.71305     85.9949     0.00177967     -1930.07     -4.23092     0.153483     8.88673     0     3     0
-3.58875     20.2735     1.62641     -1.4502     167.626     1.6386     8.30256     129.445     1.64791     74.4936     0.00242498     -1930.99     -4.83054     -0.416491     8.30256     0     3     0
-3.34997     23.5427     1.63706     -1.50697     167.329     1.6386     8.41853     80.9     1.66596     80.3029     0.00039086     -1925.79     -4.76362     -0.337344     8.41853     0     3     0
-4.51062     17.9839     1.63782     -1.53287     167.211     1.63784     8.57255     58.0406     1.68259     76.3085     0.000561096     -1934.45     -5.02822     -0.457026     8.57255     0     3     0
-3.08406     22.4513     1.61701     -1.43619     168.222     1.63784     8.35214     72.3622     1.66485     79.1189     0.000350223     -1931.27     -5.15265     -0.325535     8.35214     0     3     0
-2.38129     16.3672     1.63466     -1.43364     167.458     1.63601     7.86591     59.0785     1.68225     102.598     0.00278473     -1942.6     -4.35309     -0.69447     7.86591     0     3     0
